profile,analysis_role,job_id,circuit_id,family,n,depth,depth_factor,instance,direction_sampler,measurement_basis,bitflip_rate,tangents,tangent_count_used,parameter_count,regular_tangents,regular_fraction,support_size,score_dimension,FQ_mean,Ffull_mean,Ffull_over_FQ_mean,pairwise_purity,sample_covariance_purity,deff_pairwise,trC3_u_stat,renyi3_dimension_diag,k,readout_rank,actual_retention,rank_baseline,enhancement,physical_minus_rank_baseline,haar_null_mean,haar_null_std,haar_alignment_z,theorem_rhs_sample,theorem_bound_slack_sample,theorem_rhs_u_stat,theorem_bound_slack_u_stat,crossfit_kyfan,sample_lambda_max,sample_spectrum_rank,state_norm_error,horizontal_overlap_max,probability_sum_error,probability_tangent_sum_max,fisher_violation_max,min_circuits_for_inference,max_relative_ci_halfwidth
v2_n18,targeted n=18 stress test; infer only if precision flags pass,U1-RZ-XY-line|n18|d108|i13|dir=gaussian|basis=Z|eta=0,U1-RZ-XY-line|n18|d108|i13,U1-RZ-XY-line,18,108,6.0,13,gaussian,Z,0.0,64,64,2862,64,1.0,48620,48619,0.8042921237953582,0.3878146067512505,0.48159462569359457,0.012332622577651595,0.027764925349875746,81.08575395894603,0.0002006357874740103,70.59855296850446,1,17,0.21992707253653712,0.000349657541290442,628.9784905678764,0.2195774149952467,0.000349657541290442,1.9972864887116716e-05,10993.7866318258,0.6866506797513203,0.46707326475607364,0.45741856240524836,0.23784114741000167,,,0,6.661338147750939e-16,6.172516780384482e-16,1.3322676295501878e-15,6.245004513516506e-17,-0.2874446008978548,12,0.25
v2_n18,targeted n=18 stress test; infer only if precision flags pass,U1-RZ-XY-line|n18|d108|i13|dir=gaussian|basis=Z|eta=0,U1-RZ-XY-line|n18|d108|i13,U1-RZ-XY-line,18,108,6.0,13,gaussian,Z,0.0,64,64,2862,64,1.0,48620,48619,0.8042921237953582,0.3878146067512505,0.48159462569359457,0.012332622577651595,0.027764925349875746,81.08575395894603,0.0002006357874740103,70.59855296850446,2,152,0.40041315063334937,0.0031263497809498344,128.07688796475534,0.39728680085239954,0.0031263497809498344,5.963945912811939e-05,6661.475584460539,2.050355589034179,1.6530687881817794,1.365862925083308,0.9685761242309086,,,0,6.661338147750939e-16,6.172516780384482e-16,1.3322676295501878e-15,6.245004513516506e-17,-0.2874446008978548,12,0.25
