family,n,shots,method,metric,bitflip_rate,noisy_over_clean,ci_low,ci_high,paired_circuits
SU2-HaarU4-brickwork,12,1000,physical,expected_scalar_directional_grad2,0.01,0.9602868332595103,0.9602527952576636,0.9603223238880554,16
SU2-HaarU4-brickwork,12,1000,physical,expected_scalar_directional_grad2,0.03,0.8833136777194873,0.8832237945796483,0.8834088196778442,16
SU2-HaarU4-brickwork,12,1000,physical,expected_scalar_directional_grad2,0.05,0.8095998112152575,0.8094648059107696,0.8097392470687055,16
SU2-HaarU4-brickwork,12,1000,physical,finite_difference_snr_mean,0.01,0.9799487213307668,0.9798790750164826,0.9800194407980031,16
SU2-HaarU4-brickwork,12,1000,physical,finite_difference_snr_mean,0.03,0.9398655404498686,0.9396622167278982,0.9400638815269449,16
SU2-HaarU4-brickwork,12,1000,physical,finite_difference_snr_mean,0.05,0.8998049982456875,0.899494212728601,0.9001245618410302,16
SU2-HaarU4-brickwork,12,1000,random_rank,actual_retention,0.01,1.0059948734842912,1.000875823254908,1.0112143068666237,16
SU2-HaarU4-brickwork,12,1000,random_rank,actual_retention,0.03,1.009119012467691,1.0009045840836273,1.017062834408643,16
SU2-HaarU4-brickwork,12,1000,random_rank,actual_retention,0.05,1.0107572016392752,1.0003852699446774,1.0205792597316554,16
SU2-HaarU4-brickwork,12,1000,random_rank,expected_scalar_directional_grad2,0.01,0.6870694582394282,0.6834415786948101,0.6908690796206246,16
SU2-HaarU4-brickwork,12,1000,random_rank,expected_scalar_directional_grad2,0.03,0.4036325350810644,0.40035689376348815,0.40696498449296786,16
SU2-HaarU4-brickwork,12,1000,random_rank,expected_scalar_directional_grad2,0.05,0.2508168272848586,0.24825116545945913,0.25336102048834624,16
SU2-HaarU4-brickwork,12,1000,random_rank,finite_difference_snr_mean,0.01,0.8309195175843155,0.8239353941412855,0.8375493814301637,16
SU2-HaarU4-brickwork,12,1000,random_rank,finite_difference_snr_mean,0.03,0.6377167118796175,0.6297152688006006,0.6459942717933922,16
SU2-HaarU4-brickwork,12,1000,random_rank,finite_difference_snr_mean,0.05,0.5033219334683501,0.4951773978635869,0.5120936883558653,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,actual_retention,0.01,1.0151284550989519,1.0105147008815807,1.019771609428255,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,actual_retention,0.03,1.0347174518510887,1.0268141317736295,1.0423445525196167,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,actual_retention,0.05,1.0642734736494723,1.052233380168503,1.0762330835284584,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.6932800014365854,0.689965694341739,0.6964766997933636,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.41388303575314106,0.41058685323672417,0.4172197102819433,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.2641150301697781,0.2610220494559921,0.26717196438295465,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,finite_difference_snr_mean,0.01,0.8255732032800884,0.8193794428302446,0.8319431495326891,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,finite_difference_snr_mean,0.03,0.6347953747363068,0.6294838882154669,0.6401137542569735,16
SU2-HaarU4-brickwork,12,10000,aligned_crossfit,finite_difference_snr_mean,0.05,0.5079750192556985,0.502217211493937,0.5135899438253576,16
SU2-HaarU4-brickwork,12,10000,physical,actual_retention,0.01,1.4057705698988838,1.4035111567688794,1.4080728472004866,16
SU2-HaarU4-brickwork,12,10000,physical,actual_retention,0.03,2.2072410429988767,2.202885614531638,2.211684101213779,16
SU2-HaarU4-brickwork,12,10000,physical,actual_retention,0.05,3.259634004841022,3.2533463740477275,3.2658291339372543,16
SU2-HaarU4-brickwork,12,10000,physical,expected_scalar_directional_grad2,0.01,0.9602868332595103,0.9602529417783875,0.960322455743738,16
SU2-HaarU4-brickwork,12,10000,physical,expected_scalar_directional_grad2,0.03,0.8833136777194873,0.8832234365693254,0.8834090560109822,16
SU2-HaarU4-brickwork,12,10000,physical,expected_scalar_directional_grad2,0.05,0.8095998112152575,0.8094640720939511,0.8097451584186323,16
SU2-HaarU4-brickwork,12,10000,physical,finite_difference_snr_mean,0.01,0.9799487213307743,0.9798787566969828,0.9800211463387241,16
SU2-HaarU4-brickwork,12,10000,physical,finite_difference_snr_mean,0.03,0.9398655404498765,0.9396661345109151,0.9400653131202064,16
SU2-HaarU4-brickwork,12,10000,physical,finite_difference_snr_mean,0.05,0.899804998245693,0.89949124389429,0.9001136325516929,16
SU2-HaarU4-brickwork,12,10000,random_rank,actual_retention,0.01,1.0059948734842912,1.0008491727735722,1.0112415151563265,16
SU2-HaarU4-brickwork,12,10000,random_rank,actual_retention,0.03,1.009119012467691,1.000804290590095,1.0169286877833963,16
SU2-HaarU4-brickwork,12,10000,random_rank,actual_retention,0.05,1.0107572016392752,1.0006574837005995,1.0208487452144202,16
SU2-HaarU4-brickwork,12,10000,random_rank,expected_scalar_directional_grad2,0.01,0.6870694582394282,0.6833967974640578,0.6909212513554136,16
SU2-HaarU4-brickwork,12,10000,random_rank,expected_scalar_directional_grad2,0.03,0.4036325350810644,0.40025926242982524,0.40693601719397793,16
SU2-HaarU4-brickwork,12,10000,random_rank,expected_scalar_directional_grad2,0.05,0.2508168272848586,0.24824977070786813,0.2534531403987987,16
SU2-HaarU4-brickwork,12,10000,random_rank,finite_difference_snr_mean,0.01,0.8309195175843241,0.8239715056825431,0.837806593935059,16
SU2-HaarU4-brickwork,12,10000,random_rank,finite_difference_snr_mean,0.03,0.6377167118796255,0.6297190012015196,0.6460292843618117,16
SU2-HaarU4-brickwork,12,10000,random_rank,finite_difference_snr_mean,0.05,0.5033219334683574,0.4951802386069728,0.5119088642843866,16
U1-RZ-XY-line,8,100,aligned_crossfit,actual_retention,0.01,1.122917380050448,1.1167662405924559,1.1300995611316955,20
U1-RZ-XY-line,8,100,aligned_crossfit,actual_retention,0.03,1.1540014516542028,1.1458837398110893,1.162372933749445,20
U1-RZ-XY-line,8,100,aligned_crossfit,actual_retention,0.05,1.1962543442182523,1.1841984182880114,1.2076494188096032,20
U1-RZ-XY-line,8,100,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9245019631372257,0.9182159500695766,0.9311884352441634,20
U1-RZ-XY-line,8,100,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.8300132191384128,0.823313946168086,0.8368870890230086,20
U1-RZ-XY-line,8,100,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.7418415647772809,0.7339697176260651,0.7494143664089161,20
U1-RZ-XY-line,8,100,aligned_crossfit,finite_difference_snr_mean,0.01,0.9613020721681012,0.9496091156048004,0.9742684577185097,20
U1-RZ-XY-line,8,100,aligned_crossfit,finite_difference_snr_mean,0.03,0.9108699873624562,0.8984985225409554,0.9237117881427,20
U1-RZ-XY-line,8,100,aligned_crossfit,finite_difference_snr_mean,0.05,0.8618583456625335,0.8492645183620513,0.8743598835761538,20
U1-RZ-XY-line,8,100,physical,actual_retention,0.01,1.0091245431683395,1.0070482829421272,1.0111658982903413,20
U1-RZ-XY-line,8,100,physical,actual_retention,0.03,1.0487380028455648,1.043281344210803,1.053852507954297,20
U1-RZ-XY-line,8,100,physical,actual_retention,0.05,1.103388116496321,1.0950687137532855,1.111135529391518,20
U1-RZ-XY-line,8,100,physical,expected_scalar_directional_grad2,0.01,0.8346799593463945,0.833068488178377,0.836238227192927,20
U1-RZ-XY-line,8,100,physical,expected_scalar_directional_grad2,0.03,0.7595884462051827,0.7555548941678779,0.7634425920440348,20
U1-RZ-XY-line,8,100,physical,expected_scalar_directional_grad2,0.05,0.6907038207843846,0.6851951211874215,0.6961878033420047,20
U1-RZ-XY-line,8,100,physical,finite_difference_snr_mean,0.01,0.9134653505852753,0.9122387589991128,0.9146065960378983,20
U1-RZ-XY-line,8,100,physical,finite_difference_snr_mean,0.03,0.8711187129859529,0.8678855331614782,0.874138448792573,20
U1-RZ-XY-line,8,100,physical,finite_difference_snr_mean,0.05,0.8303905705899188,0.8257532463919378,0.8348359773664777,20
U1-RZ-XY-line,8,100,random_rank,actual_retention,0.01,0.2946023010170761,0.27064567782438115,0.3213560220555844,20
U1-RZ-XY-line,8,100,random_rank,actual_retention,0.03,0.29639533912689403,0.27159862012808456,0.32283025846131597,20
U1-RZ-XY-line,8,100,random_rank,actual_retention,0.05,0.29756752557776706,0.27250994128580225,0.3248375103283072,20
U1-RZ-XY-line,8,100,random_rank,expected_scalar_directional_grad2,0.01,0.24398749067603434,0.22344208542903338,0.2670722715021565,20
U1-RZ-XY-line,8,100,random_rank,expected_scalar_directional_grad2,0.03,0.21427944315181463,0.1959196140228172,0.2347568379462675,20
U1-RZ-XY-line,8,100,random_rank,expected_scalar_directional_grad2,0.05,0.1853255889786894,0.16932072743178933,0.20347078814413336,20
U1-RZ-XY-line,8,100,random_rank,finite_difference_snr_mean,0.01,0.48788153504009607,0.456925361224353,0.5210045673409183,20
U1-RZ-XY-line,8,100,random_rank,finite_difference_snr_mean,0.03,0.45480320879051545,0.4251255832773415,0.4849630935875173,20
U1-RZ-XY-line,8,100,random_rank,finite_difference_snr_mean,0.05,0.42133374494313997,0.39442474860974086,0.44981588974592074,20
U1-RZ-XY-line,8,1000,aligned_crossfit,actual_retention,0.01,1.122917380050448,1.1165640397396646,1.1301059838277618,20
U1-RZ-XY-line,8,1000,aligned_crossfit,actual_retention,0.03,1.1540014516542028,1.1461183145281686,1.162345542232278,20
U1-RZ-XY-line,8,1000,aligned_crossfit,actual_retention,0.05,1.1962543442182523,1.1844464340035525,1.2074379024983994,20
U1-RZ-XY-line,8,1000,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9245019631372257,0.9182828218199688,0.9311736709011253,20
U1-RZ-XY-line,8,1000,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.8300132191384128,0.8232040654380592,0.8369373252268933,20
U1-RZ-XY-line,8,1000,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.7418415647772809,0.7340409061418149,0.749538360064974,20
U1-RZ-XY-line,8,1000,aligned_crossfit,finite_difference_snr_mean,0.01,0.9613020721681029,0.9498194058518881,0.9742021013290928,20
U1-RZ-XY-line,8,1000,aligned_crossfit,finite_difference_snr_mean,0.03,0.9108699873624578,0.898654420125745,0.9235537112671695,20
U1-RZ-XY-line,8,1000,aligned_crossfit,finite_difference_snr_mean,0.05,0.8618583456625353,0.8491690504316575,0.8748887141549812,20
U1-RZ-XY-line,8,1000,physical,actual_retention,0.01,1.0091245431683395,1.0070629453091484,1.0111553356603424,20
U1-RZ-XY-line,8,1000,physical,actual_retention,0.03,1.0487380028455648,1.0431861969924736,1.0540278215827081,20
U1-RZ-XY-line,8,1000,physical,actual_retention,0.05,1.103388116496321,1.0950821972531377,1.1113615792653804,20
U1-RZ-XY-line,8,1000,physical,expected_scalar_directional_grad2,0.01,0.8346799593463945,0.8330708174018194,0.8362420345455334,20
U1-RZ-XY-line,8,1000,physical,expected_scalar_directional_grad2,0.03,0.7595884462051827,0.7556546270590694,0.7634732523707093,20
U1-RZ-XY-line,8,1000,physical,expected_scalar_directional_grad2,0.05,0.6907038207843846,0.685212282103067,0.6960570763526941,20
U1-RZ-XY-line,8,1000,physical,finite_difference_snr_mean,0.01,0.9134653505852777,0.9122233526287945,0.9146017577455646,20
U1-RZ-XY-line,8,1000,physical,finite_difference_snr_mean,0.03,0.8711187129859544,0.8679868885660226,0.8741619137490857,20
U1-RZ-XY-line,8,1000,physical,finite_difference_snr_mean,0.05,0.8303905705899209,0.825709500853308,0.8347659195263296,20
U1-RZ-XY-line,8,1000,random_rank,actual_retention,0.01,0.2946023010170761,0.2704408307488472,0.3212518047977738,20
U1-RZ-XY-line,8,1000,random_rank,actual_retention,0.03,0.29639533912689403,0.2717579075652744,0.3234110096268485,20
U1-RZ-XY-line,8,1000,random_rank,actual_retention,0.05,0.29756752557776706,0.27358285571495344,0.3252927971934028,20
U1-RZ-XY-line,8,1000,random_rank,expected_scalar_directional_grad2,0.01,0.24398749067603434,0.22366421169955572,0.2678217386940425,20
U1-RZ-XY-line,8,1000,random_rank,expected_scalar_directional_grad2,0.03,0.21427944315181463,0.19530053027199384,0.23526419324046116,20
U1-RZ-XY-line,8,1000,random_rank,expected_scalar_directional_grad2,0.05,0.1853255889786894,0.1690882433942045,0.20310329470933225,20
U1-RZ-XY-line,8,1000,random_rank,finite_difference_snr_mean,0.01,0.487881535040098,0.456455832323637,0.5205007550463228,20
U1-RZ-XY-line,8,1000,random_rank,finite_difference_snr_mean,0.03,0.4548032087905184,0.4255446630909987,0.4863135444124087,20
U1-RZ-XY-line,8,1000,random_rank,finite_difference_snr_mean,0.05,0.42133374494314396,0.3942718133778682,0.44918407219692946,20
U1-RZ-XY-line,8,10000,aligned_crossfit,actual_retention,0.01,1.122917380050448,1.1166510932298597,1.1300527629396795,20
U1-RZ-XY-line,8,10000,aligned_crossfit,actual_retention,0.03,1.1540014516542028,1.1458539791580404,1.1623898203013017,20
U1-RZ-XY-line,8,10000,aligned_crossfit,actual_retention,0.05,1.1962543442182523,1.1844515639891584,1.207244838311295,20
U1-RZ-XY-line,8,10000,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9245019631372257,0.9183100083821669,0.9312246020292101,20
U1-RZ-XY-line,8,10000,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.8300132191384128,0.8231197518540148,0.83658383827732,20
U1-RZ-XY-line,8,10000,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.7418415647772809,0.7340044757131777,0.7495210730321191,20
U1-RZ-XY-line,8,10000,aligned_crossfit,finite_difference_snr_mean,0.01,0.9613020721681034,0.94970673848234,0.9742686406168335,20
U1-RZ-XY-line,8,10000,aligned_crossfit,finite_difference_snr_mean,0.03,0.9108699873624581,0.8987824310983245,0.9236499534013348,20
U1-RZ-XY-line,8,10000,aligned_crossfit,finite_difference_snr_mean,0.05,0.8618583456625357,0.8491122084298947,0.8741885971677499,20
U1-RZ-XY-line,8,10000,physical,actual_retention,0.01,1.0091245431683395,1.007029827759912,1.0111976971093861,20
U1-RZ-XY-line,8,10000,physical,actual_retention,0.03,1.0487380028455648,1.0431151360253879,1.053957853508885,20
U1-RZ-XY-line,8,10000,physical,actual_retention,0.05,1.103388116496321,1.095116119166321,1.1111804388198776,20
U1-RZ-XY-line,8,10000,physical,expected_scalar_directional_grad2,0.01,0.8346799593463945,0.8330594789275002,0.8362850813944142,20
U1-RZ-XY-line,8,10000,physical,expected_scalar_directional_grad2,0.03,0.7595884462051827,0.7556448986472193,0.7634658943239445,20
U1-RZ-XY-line,8,10000,physical,expected_scalar_directional_grad2,0.05,0.6907038207843846,0.6851046326832,0.6961075944514779,20
U1-RZ-XY-line,8,10000,physical,finite_difference_snr_mean,0.01,0.9134653505852779,0.9122268802553406,0.9146142224589308,20
U1-RZ-XY-line,8,10000,physical,finite_difference_snr_mean,0.03,0.871118712985955,0.8678289097852129,0.8741490894830484,20
U1-RZ-XY-line,8,10000,physical,finite_difference_snr_mean,0.05,0.8303905705899214,0.8256207417187991,0.8348022712983393,20
U1-RZ-XY-line,8,10000,random_rank,actual_retention,0.01,0.2946023010170761,0.2706085056040412,0.321139821525768,20
U1-RZ-XY-line,8,10000,random_rank,actual_retention,0.03,0.29639533912689403,0.2718778213325298,0.3227930671840262,20
U1-RZ-XY-line,8,10000,random_rank,actual_retention,0.05,0.29756752557776706,0.27317767069792503,0.3252365915166305,20
U1-RZ-XY-line,8,10000,random_rank,expected_scalar_directional_grad2,0.01,0.24398749067603434,0.2239669857585948,0.2672156303735346,20
U1-RZ-XY-line,8,10000,random_rank,expected_scalar_directional_grad2,0.03,0.21427944315181463,0.19568154100911564,0.23525710071901307,20
U1-RZ-XY-line,8,10000,random_rank,expected_scalar_directional_grad2,0.05,0.1853255889786894,0.1691955783598987,0.20337743176863146,20
U1-RZ-XY-line,8,10000,random_rank,finite_difference_snr_mean,0.01,0.4878815350400993,0.4563195870828254,0.5215184327848242,20
U1-RZ-XY-line,8,10000,random_rank,finite_difference_snr_mean,0.03,0.45480320879051955,0.4257518321780861,0.4855200473864592,20
U1-RZ-XY-line,8,10000,random_rank,finite_difference_snr_mean,0.05,0.4213337449431452,0.39420908999673804,0.4501678461033414,20
U1-RZ-XY-line,10,100,aligned_crossfit,actual_retention,0.01,1.0971482341513241,1.0907497572246787,1.104159953111835,20
U1-RZ-XY-line,10,100,aligned_crossfit,actual_retention,0.03,1.1399094693489586,1.130942135369441,1.148888890375155,20
U1-RZ-XY-line,10,100,aligned_crossfit,actual_retention,0.05,1.2011084225551438,1.1871492612876364,1.2147003489214363,20
U1-RZ-XY-line,10,100,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9199751522851811,0.9136404798793315,0.9268939793653622,20
U1-RZ-XY-line,10,100,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.8127906256950123,0.8040047042232947,0.8219395537986894,20
U1-RZ-XY-line,10,100,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.7203587312619354,0.7090964816355455,0.7321104063392411,20
U1-RZ-XY-line,10,100,aligned_crossfit,finite_difference_snr_mean,0.01,0.9661319907601261,0.9563077186778275,0.9773011921065512,20
U1-RZ-XY-line,10,100,aligned_crossfit,finite_difference_snr_mean,0.03,0.9080334419034946,0.8974033696125601,0.9198798727099375,20
U1-RZ-XY-line,10,100,aligned_crossfit,finite_difference_snr_mean,0.05,0.8524147872979551,0.8395970577146354,0.8670181871725646,20
U1-RZ-XY-line,10,100,physical,actual_retention,0.01,1.024810514298562,1.0232306527380637,1.026313727985163,20
U1-RZ-XY-line,10,100,physical,actual_retention,0.03,1.1011017255445055,1.0973968291031853,1.1046916240529476,20
U1-RZ-XY-line,10,100,physical,actual_retention,0.05,1.1940884332100927,1.1885683804704459,1.1996117047892783,20
U1-RZ-XY-line,10,100,physical,expected_scalar_directional_grad2,0.01,0.8616024153625198,0.8604973789030214,0.8626534806911108,20
U1-RZ-XY-line,10,100,physical,expected_scalar_directional_grad2,0.03,0.7889873239884916,0.7862329208016517,0.791587355814841,20
U1-RZ-XY-line,10,100,physical,expected_scalar_directional_grad2,0.05,0.7212071384784263,0.7173437353826527,0.7248481498326299,20
U1-RZ-XY-line,10,100,physical,finite_difference_snr_mean,0.01,0.9278504143128153,0.927128920942082,0.9285448516574696,20
U1-RZ-XY-line,10,100,physical,finite_difference_snr_mean,0.03,0.8872266070408783,0.8853140043168527,0.8889927902796032,20
U1-RZ-XY-line,10,100,physical,finite_difference_snr_mean,0.05,0.8476821483822962,0.8448687306713615,0.8503566674746074,20
U1-RZ-XY-line,10,100,random_rank,actual_retention,0.01,0.2694489246248428,0.25464722667381895,0.2846674772838827,20
U1-RZ-XY-line,10,100,random_rank,actual_retention,0.03,0.26737083921311744,0.2527048376768211,0.28232009002590974,20
U1-RZ-XY-line,10,100,random_rank,actual_retention,0.05,0.26552369226092126,0.2516967171826069,0.28010819138752346,20
U1-RZ-XY-line,10,100,random_rank,expected_scalar_directional_grad2,0.01,0.22689898269714223,0.2143136580209884,0.23973070477120767,20
U1-RZ-XY-line,10,100,random_rank,expected_scalar_directional_grad2,0.03,0.19113730213955268,0.1808157383985039,0.20198048337163563,20
U1-RZ-XY-line,10,100,random_rank,expected_scalar_directional_grad2,0.05,0.15938398843249224,0.15112925885037026,0.16843309224845393,20
U1-RZ-XY-line,10,100,random_rank,finite_difference_snr_mean,0.01,0.4760051571746817,0.44075040905377316,0.5130316775956689,20
U1-RZ-XY-line,10,100,random_rank,finite_difference_snr_mean,0.03,0.43942366728425347,0.40800443206843606,0.4721235156517715,20
U1-RZ-XY-line,10,100,random_rank,finite_difference_snr_mean,0.05,0.4026729482570183,0.3741754346738075,0.4322675320607683,20
U1-RZ-XY-line,10,1000,aligned_crossfit,actual_retention,0.01,1.0971482341513241,1.0906187245281955,1.1038859100940202,20
U1-RZ-XY-line,10,1000,aligned_crossfit,actual_retention,0.03,1.1399094693489586,1.1309047133679846,1.1491879562554104,20
U1-RZ-XY-line,10,1000,aligned_crossfit,actual_retention,0.05,1.2011084225551438,1.187508592996467,1.2149262982786397,20
U1-RZ-XY-line,10,1000,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9199751522851811,0.9134672730778515,0.9267844982038913,20
U1-RZ-XY-line,10,1000,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.8127906256950123,0.8038365867160755,0.8219205838353948,20
U1-RZ-XY-line,10,1000,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.7203587312619354,0.7090633942831331,0.731748716708911,20
U1-RZ-XY-line,10,1000,aligned_crossfit,finite_difference_snr_mean,0.01,0.9661319907601278,0.9562108390962554,0.9771391406933967,20
U1-RZ-XY-line,10,1000,aligned_crossfit,finite_difference_snr_mean,0.03,0.9080334419034972,0.8974136194390349,0.9200055954780118,20
U1-RZ-XY-line,10,1000,aligned_crossfit,finite_difference_snr_mean,0.05,0.8524147872979572,0.8393440863923473,0.8669717795879988,20
U1-RZ-XY-line,10,1000,physical,actual_retention,0.01,1.024810514298562,1.0232393441381957,1.026344121544108,20
U1-RZ-XY-line,10,1000,physical,actual_retention,0.03,1.1011017255445055,1.0973018510213945,1.104742891437251,20
U1-RZ-XY-line,10,1000,physical,actual_retention,0.05,1.1940884332100927,1.1884083234234868,1.1996481740412603,20
U1-RZ-XY-line,10,1000,physical,expected_scalar_directional_grad2,0.01,0.8616024153625198,0.8604620094837432,0.8626491576083114,20
U1-RZ-XY-line,10,1000,physical,expected_scalar_directional_grad2,0.03,0.7889873239884916,0.7862109037844575,0.7915542577142192,20
U1-RZ-XY-line,10,1000,physical,expected_scalar_directional_grad2,0.05,0.7212071384784263,0.7172493020582495,0.7249022848471589,20
U1-RZ-XY-line,10,1000,physical,finite_difference_snr_mean,0.01,0.9278504143128176,0.9271154155427154,0.9285344854707829,20
U1-RZ-XY-line,10,1000,physical,finite_difference_snr_mean,0.03,0.8872266070408803,0.8853455608768096,0.8890226729000958,20
U1-RZ-XY-line,10,1000,physical,finite_difference_snr_mean,0.05,0.8476821483822986,0.8449014707599702,0.8503595310627114,20
U1-RZ-XY-line,10,1000,random_rank,actual_retention,0.01,0.2694489246248428,0.2545864726712378,0.28489760907419975,20
U1-RZ-XY-line,10,1000,random_rank,actual_retention,0.03,0.26737083921311744,0.2528232301272518,0.282184879332517,20
U1-RZ-XY-line,10,1000,random_rank,actual_retention,0.05,0.26552369226092126,0.25150893310556155,0.2804120733656484,20
U1-RZ-XY-line,10,1000,random_rank,expected_scalar_directional_grad2,0.01,0.22689898269714223,0.21465642856986766,0.2397886786423442,20
U1-RZ-XY-line,10,1000,random_rank,expected_scalar_directional_grad2,0.03,0.19113730213955268,0.18092930021785067,0.20182840179436515,20
U1-RZ-XY-line,10,1000,random_rank,expected_scalar_directional_grad2,0.05,0.15938398843249224,0.15076304919181371,0.16820282375752654,20
U1-RZ-XY-line,10,1000,random_rank,finite_difference_snr_mean,0.01,0.4760051571746866,0.44072788907523647,0.5124348647245073,20
U1-RZ-XY-line,10,1000,random_rank,finite_difference_snr_mean,0.03,0.4394236672842623,0.4084140257791293,0.4732297467150684,20
U1-RZ-XY-line,10,1000,random_rank,finite_difference_snr_mean,0.05,0.40267294825702377,0.3741993078716825,0.4312601724146961,20
U1-RZ-XY-line,10,10000,aligned_crossfit,actual_retention,0.01,1.0971482341513241,1.090622378036096,1.1040404048967691,20
U1-RZ-XY-line,10,10000,aligned_crossfit,actual_retention,0.03,1.1399094693489586,1.1307473561722492,1.1489172409158148,20
U1-RZ-XY-line,10,10000,aligned_crossfit,actual_retention,0.05,1.2011084225551438,1.1870098539243243,1.215060089274808,20
U1-RZ-XY-line,10,10000,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9199751522851811,0.9134135393208145,0.9269335531562183,20
U1-RZ-XY-line,10,10000,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.8127906256950123,0.8038074459761252,0.8217325647931549,20
U1-RZ-XY-line,10,10000,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.7203587312619354,0.7090741006712411,0.7321975627951169,20
U1-RZ-XY-line,10,10000,aligned_crossfit,finite_difference_snr_mean,0.01,0.9661319907601282,0.9561961902732271,0.9770535777946179,20
U1-RZ-XY-line,10,10000,aligned_crossfit,finite_difference_snr_mean,0.03,0.9080334419034976,0.8976201702558213,0.9199533668967654,20
U1-RZ-XY-line,10,10000,aligned_crossfit,finite_difference_snr_mean,0.05,0.8524147872979578,0.8394641371501931,0.8670844087463669,20
U1-RZ-XY-line,10,10000,physical,actual_retention,0.01,1.024810514298562,1.0232170510375957,1.026325332763077,20
U1-RZ-XY-line,10,10000,physical,actual_retention,0.03,1.1011017255445055,1.0974020336130654,1.1047429598332794,20
U1-RZ-XY-line,10,10000,physical,actual_retention,0.05,1.1940884332100927,1.188448922849079,1.199631347206765,20
U1-RZ-XY-line,10,10000,physical,expected_scalar_directional_grad2,0.01,0.8616024153625198,0.8604671389398075,0.8626544642831376,20
U1-RZ-XY-line,10,10000,physical,expected_scalar_directional_grad2,0.03,0.7889873239884916,0.7861721801829776,0.791560092984653,20
U1-RZ-XY-line,10,10000,physical,expected_scalar_directional_grad2,0.05,0.7212071384784263,0.717274335324413,0.7248474563258251,20
U1-RZ-XY-line,10,10000,physical,finite_difference_snr_mean,0.01,0.9278504143128179,0.9271343500673864,0.928540379212889,20
U1-RZ-XY-line,10,10000,physical,finite_difference_snr_mean,0.03,0.8872266070408813,0.8854120786500358,0.8889949196204936,20
U1-RZ-XY-line,10,10000,physical,finite_difference_snr_mean,0.05,0.8476821483822992,0.8449351179799682,0.8503570491579305,20
U1-RZ-XY-line,10,10000,random_rank,actual_retention,0.01,0.2694489246248428,0.25485858406216894,0.2843813025070689,20
U1-RZ-XY-line,10,10000,random_rank,actual_retention,0.03,0.26737083921311744,0.2531251527068133,0.28255706027608785,20
U1-RZ-XY-line,10,10000,random_rank,actual_retention,0.05,0.26552369226092126,0.2517405970510766,0.28047260551110653,20
U1-RZ-XY-line,10,10000,random_rank,expected_scalar_directional_grad2,0.01,0.22689898269714223,0.21464559191349145,0.23989357764849067,20
U1-RZ-XY-line,10,10000,random_rank,expected_scalar_directional_grad2,0.03,0.19113730213955268,0.18104377416631953,0.20200586085039118,20
U1-RZ-XY-line,10,10000,random_rank,expected_scalar_directional_grad2,0.05,0.15938398843249224,0.15082026701358883,0.16835475342585532,20
U1-RZ-XY-line,10,10000,random_rank,finite_difference_snr_mean,0.01,0.4760051571746889,0.4410775027986541,0.5123936681829315,20
U1-RZ-XY-line,10,10000,random_rank,finite_difference_snr_mean,0.03,0.43942366728426485,0.4077178115272263,0.47241689866629777,20
U1-RZ-XY-line,10,10000,random_rank,finite_difference_snr_mean,0.05,0.4026729482570259,0.3740378194886813,0.43235986944452887,20
U1-RZ-XY-line,12,100,aligned_crossfit,actual_retention,0.01,1.0861841426831955,1.0816464091352416,1.090716252386549,20
U1-RZ-XY-line,12,100,aligned_crossfit,actual_retention,0.03,1.141973571799722,1.1338438431003992,1.1495771600315434,20
U1-RZ-XY-line,12,100,aligned_crossfit,actual_retention,0.05,1.2177759350205208,1.2069217691628933,1.228569814432288,20
U1-RZ-XY-line,12,100,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9168237515226308,0.9125660672330509,0.9212043349861655,20
U1-RZ-XY-line,12,100,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.7966601802469705,0.7903720346324703,0.8023203515227428,20
U1-RZ-XY-line,12,100,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.6961986223685407,0.6884706077540426,0.7034864048519557,20
