profile,analysis_role,family,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,mean_physical_minus_rank_baseline,ci95_low,ci95_high,circuits,fraction_positive,median_haar_z
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,1.0,gaussian,Z,0.0,96,2,0.010694714387709641,0.002796641316061427,0.01857798541907384,12,0.8333333333333334,2.0034165384957494
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,2.0,gaussian,Z,0.0,96,1,-0.002293163498573475,-0.002984747671519834,-0.0016245367247018083,12,0.08333333333333333,-1.0183307873114353
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,2.0,gaussian,Z,0.0,96,2,-0.008457531422069531,-0.010145904561741298,-0.006774541968235477,12,0.0,-2.047920211830583
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,4.0,gaussian,Z,0.0,96,1,-0.0012009824797892144,-0.0022984352274901055,-0.00010974229837610028,12,0.3333333333333333,-0.8004512180714062
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,4.0,gaussian,Z,0.0,96,2,-0.002207475583536592,-0.0038258914037432347,-0.0003839727579269818,12,0.25,-0.9156301488837204
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,6.0,gaussian,Z,0.0,96,1,-9.16458946205917e-05,-0.0010637194812643037,0.0008370843469071435,12,0.5833333333333334,0.3872142073529379
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,6.0,gaussian,Z,0.0,96,2,-0.0012049331392222,-0.002568167708641886,0.00031358482950072093,12,0.3333333333333333,-0.3692995783109837
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,8.0,gaussian,Z,0.0,96,1,0.0002765141089368962,-0.0005860164650819662,0.0011743757411196555,12,0.5,0.15201131139866964
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,8,8.0,gaussian,Z,0.0,96,2,-0.0008070494559665166,-0.002519753593386422,0.000818685990117815,12,0.5,0.02947245515112845
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,0.5,gaussian,Z,0.0,96,1,0.028596957905833883,0.02511310501104764,0.032145967972063656,12,1.0,152.57572703272217
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,0.5,gaussian,Z,0.0,96,2,0.09849777773857711,0.09072354113667783,0.10569068490885193,12,1.0,219.29436687065453
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,1.0,gaussian,Z,0.0,96,1,0.002573491513232333,0.002134970924992268,0.0030008595961318048,12,1.0,16.948550406918905
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,1.0,gaussian,Z,0.0,96,2,0.003990366247067467,0.003280275838613452,0.004646160937294825,12,1.0,11.515090671031334
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,2.0,gaussian,Z,0.0,96,1,-0.00022425381737439787,-0.00026377510345765623,-0.00017867070232171624,12,0.0,-1.7610964543834817
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,2.0,gaussian,Z,0.0,96,2,-0.0012514752848145248,-0.0014369489006777981,-0.0010898874426659242,12,0.0,-3.5192885327211902
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,4.0,gaussian,Z,0.0,96,1,-0.00013441602843962858,-0.00022339475481338432,-3.625989539257032e-05,12,0.25,-1.5248111520843364
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,4.0,gaussian,Z,0.0,96,2,-0.0005457276178682584,-0.0007889501892914568,-0.00029828934331584735,12,0.08333333333333333,-1.635960724624788
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,6.0,gaussian,Z,0.0,96,1,-0.00010921886789326799,-0.00017559229826079177,-5.308353123812065e-05,12,0.08333333333333333,-0.6004727200603974
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,6.0,gaussian,Z,0.0,96,2,-0.00032084651816829333,-0.00045643890409835964,-0.0001839263083179193,12,0.08333333333333333,-0.9297549797782863
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,8.0,gaussian,Z,0.0,96,1,-0.00013565022265160792,-0.00022128872930782516,-4.8411392946131865e-05,12,0.25,-1.347825108864043
v2_depth,prespecified depth-onset and saturation study,SU2-CNOT-line,12,8.0,gaussian,Z,0.0,96,2,-0.00038367641548609025,-0.0005833007596007983,-0.0001721913224326733,12,0.25,-1.6564180596484568
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,0.5,gaussian,Z,0.0,96,1,0.17054258713702874,0.14797844492130893,0.19502673494714104,12,1.0,47.219516960996614
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,0.5,gaussian,Z,0.0,96,2,0.2976161905822077,0.2639831200877691,0.3286825516113295,12,1.0,41.698753197613925
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,1.0,gaussian,Z,0.0,96,1,0.03897440469909533,0.03267697945043824,0.045390068090514796,12,1.0,13.09287815044704
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,1.0,gaussian,Z,0.0,96,2,0.07372340164962282,0.06154830457742782,0.08477860346035737,12,1.0,13.611566904177554
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,2.0,gaussian,Z,0.0,96,1,-0.0007737171457901751,-0.002514602009785616,0.0010825818818712312,12,0.3333333333333333,-0.5305168348988696
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,2.0,gaussian,Z,0.0,96,2,-0.004721878101944184,-0.008278233908515753,-0.0012460336963887237,12,0.4166666666666667,-0.982441449306141
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,4.0,gaussian,Z,0.0,96,1,-0.002532380391350717,-0.0033468959499354774,-0.001731082540326935,12,0.0,-1.3073334481488665
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,4.0,gaussian,Z,0.0,96,2,-0.0059622638535688395,-0.008574975280891893,-0.0035201925398310107,12,0.0,-1.6371046445705084
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,6.0,gaussian,Z,0.0,96,1,-0.0025093761211093146,-0.0033494418177487215,-0.0017215296402814126,12,0.08333333333333333,-1.3576761672252924
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,6.0,gaussian,Z,0.0,96,2,-0.0039939746988874045,-0.006532299565490087,-0.0015184123218127444,12,0.25,-1.1497967650930896
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,8.0,gaussian,Z,0.0,96,1,-0.0011713061998972999,-0.001982995100291008,-0.0003397427499960906,12,0.3333333333333333,-0.8186614990562247
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,8,8.0,gaussian,Z,0.0,96,2,-0.003934913392166325,-0.006310761752570144,-0.0016126993170479725,12,0.25,-1.430073975272793
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,0.5,gaussian,Z,0.0,96,1,0.07924888516409861,0.07243631718973338,0.0871821489042052,12,1.0,360.0009037642751
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,0.5,gaussian,Z,0.0,96,2,0.1776584018472919,0.16577284967423572,0.1918018176271647,12,1.0,322.47247385953165
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,1.0,gaussian,Z,0.0,96,1,0.01736416798896673,0.014695139669137063,0.02036925886131143,12,1.0,87.73089410632399
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,1.0,gaussian,Z,0.0,96,2,0.04151874168198754,0.034954333227876146,0.04928139848370322,12,1.0,83.02690909414628
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,2.0,gaussian,Z,0.0,96,1,0.00015899632672182424,4.010231445030153e-05,0.0002760592136939073,12,0.75,1.5648166801054102
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,2.0,gaussian,Z,0.0,96,2,-0.0005986591238677006,-0.0008966081190386259,-0.00030861932113150685,12,0.16666666666666666,-1.5213484175446896
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,4.0,gaussian,Z,0.0,96,1,-0.0003207681474020083,-0.00038025021199960814,-0.0002601331698047607,12,0.0,-2.4840254560184567
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,4.0,gaussian,Z,0.0,96,2,-0.00127942476004865,-0.0014621891736006426,-0.0010764496902205256,12,0.0,-4.094587448479959
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,6.0,gaussian,Z,0.0,96,1,-0.00019943895347266524,-0.0002577851045974627,-0.00014411043087810365,12,0.0,-1.5406394081516428
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,6.0,gaussian,Z,0.0,96,2,-0.000828267268117825,-0.0009583323786696536,-0.0006944096423647549,12,0.0,-2.4433402565511706
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,8.0,gaussian,Z,0.0,96,1,-0.00020203084007372742,-0.00025506331000923376,-0.0001487714463352078,12,0.08333333333333333,-1.4457946979534904
v2_depth,prespecified depth-onset and saturation study,SU2-HaarU4-brickwork,12,8.0,gaussian,Z,0.0,96,2,-0.0007921499237268583,-0.0009582458042604106,-0.0006434373601813111,12,0.0,-2.2245250811900803
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,0.5,gaussian,Z,0.0,96,1,0.6588616873977368,0.6104036051207765,0.7065106722436917,16,1.0,36.1196561855876
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,0.5,gaussian,Z,0.0,96,2,0.5812316724624338,0.5670324098508648,0.5933264511623342,16,1.0,19.922396629456095
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,1.0,gaussian,Z,0.0,96,1,0.46303351320377006,0.4306628537968609,0.4943595986182111,16,1.0,31.361147082532735
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,1.0,gaussian,Z,0.0,96,2,0.46825358350074187,0.43655149617324945,0.49954378970679153,16,1.0,18.7222227140477
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,2.0,gaussian,Z,0.0,96,1,0.3733668607909345,0.34816214181085936,0.399376179912289,16,1.0,26.6473580529389
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,2.0,gaussian,Z,0.0,96,2,0.3805377005710969,0.3633456421062699,0.3990699078920932,16,1.0,16.755651428310667
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,4.0,gaussian,Z,0.0,96,1,0.3329368370284337,0.3216168044950124,0.34410607939483007,16,1.0,27.04262599052718
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,4.0,gaussian,Z,0.0,96,2,0.35907078275727866,0.3488301505170718,0.3692089687428202,16,1.0,18.15526662290729
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,6.0,gaussian,Z,0.0,96,1,0.32879558602495196,0.3167248637944987,0.34054817840971113,16,1.0,27.884892699637035
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,6.0,gaussian,Z,0.0,96,2,0.35214106250718236,0.34234433748432275,0.3625647263305627,16,1.0,17.85209738619306
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,8.0,gaussian,Z,0.0,96,1,0.32496498948730485,0.31469901464836275,0.3349345941394114,16,1.0,27.72553945342525
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,8,8.0,gaussian,Z,0.0,96,2,0.341629105960785,0.3314898730066312,0.3520230987628089,16,1.0,18.433594954249337
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,0.5,gaussian,Z,0.0,96,1,0.5889731260769113,0.5530018811374421,0.6258317535459755,16,1.0,411.10654924763173
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,0.5,gaussian,Z,0.0,96,2,0.7910802527370739,0.7603692461192898,0.8226435994174132,16,1.0,238.2396912559448
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,1.0,gaussian,Z,0.0,96,1,0.4170489916548414,0.3932924209915301,0.4425495874289126,16,1.0,344.59977949457374
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,1.0,gaussian,Z,0.0,96,2,0.6340305537616758,0.6081075025357433,0.6612334750601343,16,1.0,218.62189855308742
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,2.0,gaussian,Z,0.0,96,1,0.3299566664576008,0.31459411650597247,0.344922262360741,16,1.0,310.4902780184336
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,2.0,gaussian,Z,0.0,96,2,0.5314150506682525,0.5177933502589206,0.5461848662110327,16,1.0,210.1076851365574
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,4.0,gaussian,Z,0.0,96,1,0.2918687639777662,0.28512893610271345,0.29875642754372156,16,1.0,301.59122454669875
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,4.0,gaussian,Z,0.0,96,2,0.48337117109839917,0.47577390523605656,0.4912688565846962,16,1.0,208.51124388682013
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,96,1,0.2915939109174007,0.28346040291699526,0.29989516492012797,16,1.0,309.22677570788437
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,96,2,0.48106894396267086,0.473992665648298,0.48869728631348003,16,1.0,216.655261010042
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,8.0,gaussian,Z,0.0,96,1,0.2804699971809592,0.2730704995606554,0.2874479943382506,16,1.0,312.1465776290332
v2_depth,prespecified depth-onset and saturation study,U1-RZ-XY-line,12,8.0,gaussian,Z,0.0,96,2,0.4719478924724619,0.466918326200879,0.4769378935150274,16,1.0,216.83853509747306
