profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,metric,contrast,difference,ci95_low,ci95_high,ci_excludes_zero,direction_if_excludes_zero
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,3.3236153270128512,3.210956687074843,3.4360743090735015,True,positive
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.40432522963054207,0.39281670349104403,0.4152278111376552,True,positive
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-95.5144198840401,-97.14365143850836,-93.92469210988232,True,negative
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.05465823960759612,0.05271866101661348,0.05650097127686082,True,positive
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.01894509497064284,-0.027775590153531753,-0.008839673362837665,True,negative
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.334248503287831,0.32305035321260644,0.34547742404375925,True,positive
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,0.9394397606738248,0.9113696830834181,0.9676442080657072,True,positive
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.612278343801358,0.6019001627386288,0.6227783213490667,True,positive
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-95.5144198840401,-97.12840450137725,-93.90335517459481,True,negative
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.05465823960759612,0.052705280248717706,0.05648375636869437,True,positive
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.01894509497064284,-0.027928362888627906,-0.008952841560290513,True,negative
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.3621504665635063,0.35146584503427203,0.3727812422516619,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,3.3031977031667092,3.1835420515437387,3.42051465957846,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.40082408149458865,0.38915588930994544,0.41259526835419474,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-121.72532417774444,-123.39898045487865,-120.0768858461864,True,negative
