profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,group,mean_enhancement,ci95_low,ci95_high,equivalence_margin,equivalence_low,equivalence_high,ci_entirely_inside_equivalence_band,families,circuits
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,0.9192803750256945,0.8925942315243325,0.9445851095704384,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,generic_family_balanced,0.9781855730392207,0.9685654629922448,0.9881320257600197,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,0.9924257067971595,0.972399644199279,1.0118592762599292,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,0.9843637146166156,0.9728180890175492,0.9973487268212093,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,4.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,0.957767297703887,0.9395881075826115,0.9756513646090084,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,generic_family_balanced,0.937787359079246,0.920320167825747,0.9562054341186331,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,0.8962696539891298,0.8611722682073814,0.9332020578411405,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,SU2-CNOT-line,0.9970787871089692,0.9661069402919893,1.0263235980871022,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,0.920013636139639,0.8928964037365947,0.9442195167440256,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,generic_family_balanced,0.9700750563320398,0.9617196898821925,0.9782226276366225,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,0.9470507661827293,0.9336865364433908,0.9606233775228548,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,0.9914650569305093,0.9818247050842889,1.002155792709297,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,0.9717093458828808,0.9536649830273477,0.9893231974065787,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,generic_family_balanced,0.9581265046851222,0.9431344667785209,0.9735925595059911,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,0.9029010119547295,0.8779498960326811,0.9265375528343085,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,SU2-CNOT-line,1.008813887222364,0.9803517502050094,1.0377376633843005,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,0.9626646148782729,0.9366494494082727,0.9895209547842494,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,generic_family_balanced,0.9738332473613706,0.9663470317038106,0.9810937786072695,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,0.9550886455917197,0.9457275863156678,0.9639230435501897,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,0.9942833996869039,0.9823958081983949,1.005740795729857,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,0.9721276968054883,0.955384439732043,0.9879475057741156,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,generic_family_balanced,39.19447975894037,36.040671505041686,42.97372455741822,0.1,0.9,1.1,False,3,36
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,78.7810453292066,69.74658011640923,90.02009103333195,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,SU2-CNOT-line,10.758711885365832,9.592712106912165,11.974021453915698,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,28.043682062248667,25.78235539269159,30.815284351196592,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,generic_family_balanced,13.499015842523477,12.84159121262646,14.270483551835023,0.1,0.9,1.1,False,3,36
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,23.99884809931231,22.266480904653594,26.14670876729853,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,SU2-CNOT-line,6.171133331275301,5.753312542066167,6.537469525476146,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,10.327066096982826,9.715002147693022,11.081056342968274,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,generic_family_balanced,12.856714946348545,11.918832757882148,13.947736933509102,0.1,0.9,1.1,False,3,36
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,29.766418533920163,27.083665175912085,32.82938167502541,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,SU2-CNOT-line,1.8782039788905511,1.7266596747679748,2.02566563919984,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,6.925522326234919,6.012428735878987,7.976761842912436,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,generic_family_balanced,5.315178791044946,4.982146856804493,5.661506625803987,0.1,0.9,1.1,False,3,36
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,11.556308206859446,10.60903509475423,12.477118741128171,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,1.2094942279710446,1.1723766295782512,1.2432706084210055,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,3.1797339383043486,2.822262571608602,3.5865556125855544,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,generic_family_balanced,3.368174991329777,3.090622290637044,3.71974115351574,0.1,0.9,1.1,False,3,36
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,8.126794092674526,7.278158813252952,9.14738989716522,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,SU2-CNOT-line,0.9234733848209739,0.9100161060857737,0.9390795871019011,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,1.054257496493831,1.013497026806388,1.0931724585234583,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,generic_family_balanced,1.8689038641078772,1.7879529771475193,1.959012454205107,0.1,0.9,1.1,False,3,36
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,3.703843648779454,3.452050551545025,3.9672475148362696,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,0.9342975475472343,0.9244147453701698,0.9425649131856988,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,0.9685703959969437,0.9531241772523111,0.9837636724005084,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,generic_family_balanced,1.044353974077992,1.0149497854245693,1.073970792495719,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,1.2883935222399674,1.2081524733945388,1.3675748603336417,0.1,0.9,1.1,False,1,12
