analysis_status,source_path,profile,analysis_role,circuit_id,family,n,depth_factor,direction_sampler,measurement_basis,tangent_count_used,k,score_dimension,readout_rank,enhancement,actual_retention,pairwise_purity,population_purity_estimate_valid,deff_from_pairwise_purity,r_times_deff,haar_population_var_rho,haar_population_sd_rho,haar_population_var_bound,population_orientation_z,abs_population_orientation_z,orientation_growth_ratio,chebyshev_bound_abs_rho_minus_1_ge_0p1
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i0,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.9395894892171514,0.0894847132587763,0.0244683369524123,True,40.86914455791862,245.2148673475117,0.0025530023156420645,0.0505272433014316,0.008156112317470767,-1.1956027448886573,1.1956027448886573,0.07635078462844609,0.25530023156420645
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i1,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.9803070936930656,0.0933625803517205,0.0219641395578483,True,45.52875824551373,273.17254947308237,0.0018091997644527084,0.04253468895446055,0.0073213798526160995,-0.46298460835151506,0.46298460835151506,0.02801225205311578,0.18091997644527083
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i10,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.91223390528852,0.0868794195512876,0.0237648816061312,True,42.07889677607339,252.47338065644036,0.002344060367875694,0.04841549718711659,0.007921627202043733,-1.8127686342305012,1.8127686342305012,0.11408658500881821,0.2344060367875694
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i11,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.8020877726874927,0.0763893116845231,0.0265882355077415,True,37.61061916684307,225.66371500105845,0.003182659529222475,0.05641506473649104,0.008862745169247167,-3.508145000576264,3.508145000576264,0.23353214525899366,0.31826595292224746
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i12,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.9973824176927104,0.09498880168502,0.022297523423908,True,44.84803002506428,269.0881801503857,0.001908222217969696,0.04368320292709425,0.007432507807969333,-0.05992194097255743,0.05992194097255743,0.003652906546629662,0.1908222217969696
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i13,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,1.0371813865711423,0.0987791796734421,0.0232691456305243,True,42.97536385213074,257.8521831127845,0.0021968157120936947,0.046870200683309375,0.007756381876841433,0.793284134249136,0.793284134249136,0.049401866994541604,0.21968157120936946
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i14,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.8422851708447061,0.0802176353185434,0.0240046439305027,True,41.65860584706696,249.95163508240176,0.002415275132707626,0.04914544874866467,0.008001547976834233,-3.209144146019811,3.209144146019811,0.20298373235706693,0.24152751327076258
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i15,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.9533847469114196,0.090798547324897,0.0244249187147357,True,40.94179438954259,245.65076633725556,0.0025401061294140536,0.050399465566750346,0.008141639571578567,-0.9249156229016348,0.9249156229016348,0.059012369575110045,0.25401061294140537
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i2,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.9436677016020428,0.0898731144382897,0.0241816516941241,True,41.353668171599296,248.12200902959577,0.0024678503915301613,0.049677463618125285,0.008060550564708033,-1.1339608404927461,1.1339608404927461,0.07198887930273393,0.24678503915301614
exploratory_post_hoc,results/rigorous-v2_primary/run-31313459321/analysis/merged_raw.csv,v2_primary,primary family-robust finite-size inference,RY-RZ-CZ-line|n6|d36|i3,RY-RZ-CZ-line,6,6.0,gaussian,Z,128,1,63,6,0.8211756967422795,0.0782072092135504,0.0237930076255133,True,42.02915477266933,252.17492863601598,0.0023524144237566796,0.04850169506065411,0.007931002541837767,-3.6869701777245223,3.6869701777245223,0.2321767199755782,0.23524144237566796
