walsh_order,window,n_min,n_max,n_points,power_prefactor,power_alpha,power_alpha_ci_low,power_alpha_ci_high,power_log_rss,power_aicc,power_loocv_log_mse,exp_prefactor,exp_rate_b,exp_rate_b_ci_low,exp_rate_b_ci_high,exp_log_rss,exp_aicc,exp_loocv_log_mse,delta_aicc_exp_minus_power,delta_aicc_ci_low,delta_aicc_ci_high,bootstrap_fraction_power_lower_aicc
1,n8_to_n18,8,18,6,3.0256992098487427,0.8223418853513295,0.7694110154475925,0.8735150706765444,0.0005879525158031593,-47.38374302794841,0.000236021598973742,0.8904576131390382,0.06583451195491669,0.06171543692476522,0.06989868237986914,0.006472358361140504,-32.99184519389509,0.003575495769015036,14.391897834053324,3.028641362270502,18.44948027959822,0.9956
1,tail_n12_to_n18,12,18,4,2.999772845645615,0.8188138983085007,0.7146560244830703,0.9178107996830512,0.00038948080995976705,-20.947961293532266,0.0006216865209080015,0.7525369112448341,0.05501860780743289,0.04807375220980817,0.061585360634211946,0.0011597077865917965,-16.58352629931381,0.0018327208470557519,4.364434994218456,-2.360263488573117,9.32908893177363,0.957
2,n8_to_n18,8,18,6,3.561824993612129,0.7040606927811188,0.6797608165976758,0.728081018599383,0.00027900511244312233,-51.8562395282197,8.253255625626479e-05,1.2544636750514342,0.056647085734452686,0.05470845629132969,0.058549825938635724,0.002362690820525466,-39.03828160296046,0.0013343570910906279,12.817957925259243,1.6174563638637984,22.3434539970084,0.9882
2,tail_n12_to_n18,12,18,4,4.027410795761057,0.7487953606172596,0.6974159399839647,0.7974265882105696,3.122598582311543e-05,-31.0422171678957,5.031991383956202e-05,1.1398217031234212,0.05046986066844467,0.047050086042416894,0.05371460458648403,0.00036088750160807024,-21.25295455685005,0.0005853214378548831,9.78926261104565,-2.3649347109497296,16.536710517135948,0.956
