profile,analysis_role,family,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,mean_physical_minus_rank_baseline,ci95_low,ci95_high,circuits,fraction_positive,median_haar_z
v2_basis,measurement-basis robustness and scope,SU2-HaarU4-brickwork,12,6.0,gaussian,RANDOM_LOCAL,0.0,128,2,-0.00087788687067409,-0.0010286910071412472,-0.0007424574365689208,10,0.0,-2.7138315468491316
v2_basis,measurement-basis robustness and scope,SU2-HaarU4-brickwork,12,6.0,gaussian,X,0.0,128,1,-0.00027289632186473995,-0.00032057390171346496,-0.00022799473756676076,10,0.0,-2.381276360117062
v2_basis,measurement-basis robustness and scope,SU2-HaarU4-brickwork,12,6.0,gaussian,X,0.0,128,2,-0.0008746026194970023,-0.0011023006239113302,-0.0006282235476900264,10,0.0,-3.098428792558217
v2_basis,measurement-basis robustness and scope,SU2-HaarU4-brickwork,12,6.0,gaussian,Y,0.0,128,1,-0.00021336296402401424,-0.000276629332793783,-0.00014224405136631499,10,0.1,-2.0696975971634486
v2_basis,measurement-basis robustness and scope,SU2-HaarU4-brickwork,12,6.0,gaussian,Y,0.0,128,2,-0.0007671267230833099,-0.0010513248754612755,-0.0004846642631881582,10,0.0,-2.4957167989930675
v2_basis,measurement-basis robustness and scope,SU2-HaarU4-brickwork,12,6.0,gaussian,Z,0.0,128,1,-0.00021989799369893326,-0.00027304064319716724,-0.00016567067701329547,10,0.0,-1.6607198627035835
v2_basis,measurement-basis robustness and scope,SU2-HaarU4-brickwork,12,6.0,gaussian,Z,0.0,128,2,-0.00079772737657492,-0.0009620714240585805,-0.0006134187285029676,10,0.0,-3.0292160149770853
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,RANDOM_LOCAL,0.0,128,1,0.10108546016464741,0.07488349102356612,0.1286667371242905,12,1.0,22.48029432247125
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,RANDOM_LOCAL,0.0,128,2,0.24306572941889046,0.21685757517630092,0.2696487509664618,12,1.0,34.76155565639494
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,X,0.0,128,1,-0.031372549019607794,-0.031372549019607794,-0.031372549019607794,12,0.0,-8.858857143841682
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,X,0.0,128,2,0.27572551142145046,0.25209505470293164,0.297960406402622,12,1.0,40.82109916174801
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,Y,0.0,128,1,-0.031372549019607794,-0.031372549019607794,-0.031372549019607794,12,0.0,-8.85885714384168
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,Y,0.0,128,2,0.2757255114214504,0.2520765534884365,0.2985637422099923,12,1.0,40.82109916174798
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,Z,0.0,128,1,0.3270857618330236,0.31009321823244257,0.3444497806132595,12,1.0,28.933271234199307
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,8,6.0,gaussian,Z,0.0,128,2,0.3455006030429028,0.3316483197000567,0.35949592281721804,12,1.0,18.42373049947353
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,RANDOM_LOCAL,0.0,128,1,0.10681248517601317,0.09572143318962596,0.11764203993648642,12,1.0,538.3474340089481
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,RANDOM_LOCAL,0.0,128,2,0.2225199937055675,0.21037549770087982,0.2338941670542901,12,1.0,444.92285229893855
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,X,0.0,128,1,-0.0029304029304028996,-0.0029304029304028996,-0.0029304029304028996,12,0.0,-14.192500944437322
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,X,0.0,128,2,0.21146808918192028,0.2014813807630305,0.2220409313497477,12,1.0,408.0894529174444
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,Y,0.0,128,1,-0.0029304029304028996,-0.0029304029304028996,-0.0029304029304028996,12,0.0,-14.192500944437322
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,Y,0.0,128,2,0.21146808918192028,0.20153181901880837,0.22183934279089115,12,1.0,408.0894529174444
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,128,1,0.294915843811601,0.28851545275239443,0.30158302389583763,12,1.0,324.86852851303206
v2_basis,measurement-basis robustness and scope,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,128,2,0.4834691530034796,0.4771960970376201,0.4900404257068654,12,1.0,226.94638318781003
