profile,family,n,depth_factor,tangent_count_used,k,factor,reference,comparison,metric,paired_circuits,mean_paired_difference,ci95_low,ci95_high,fraction_positive_differences
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,X,Ffull_over_FQ_mean,12,0.025497207865217735,0.02210032988776289,0.02869992695275854,1.0
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,X,physical_minus_rank_baseline,12,-0.2720010638215593,-0.2829129901633737,-0.2601286804144047,0.0
v2_basis,SU2-CNOT-line,8,6.0,128,1,measurement_basis,Z,Y,enhancement,10,0.01068669736129274,-0.020810907298636546,0.04163932406154696,0.5
v2_basis,SU2-CNOT-line,8,6.0,128,1,measurement_basis,Z,Y,actual_retention,10,0.0003352689368248507,-0.0006888232004546496,0.0013139546173025283,0.5
v2_basis,SU2-CNOT-line,8,6.0,128,1,measurement_basis,Z,Y,deff_pairwise,10,-0.3745440395272254,-2.3606102492353616,1.9028552142072557,0.3
v2_basis,SU2-CNOT-line,8,6.0,128,1,measurement_basis,Z,Y,pairwise_purity,10,1.497570276769002e-05,-6.481460036521806e-05,8.369039065586414e-05,0.7
v2_basis,SU2-CNOT-line,8,6.0,128,1,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,0.006907829806444121,0.0043816935986598715,0.00954624415590779,1.0
v2_basis,SU2-CNOT-line,8,6.0,128,1,measurement_basis,Z,Y,physical_minus_rank_baseline,10,0.00033526893682485,-0.0006865528220958903,0.0013424306970815257,0.5
v2_basis,SU2-CNOT-line,8,6.0,128,2,measurement_basis,Z,Y,enhancement,10,0.010450952574079787,-0.0023387757600469923,0.02569173281276967,0.6
v2_basis,SU2-CNOT-line,8,6.0,128,2,measurement_basis,Z,Y,actual_retention,10,0.0014754285986935955,-0.0003162728363397274,0.003566954427681812,0.6
v2_basis,SU2-CNOT-line,8,6.0,128,2,measurement_basis,Z,Y,deff_pairwise,10,-0.3745440395272254,-2.356260710432606,1.991573415470189,0.3
v2_basis,SU2-CNOT-line,8,6.0,128,2,measurement_basis,Z,Y,pairwise_purity,10,1.497570276769002e-05,-6.280386060341742e-05,8.10675265542051e-05,0.7
v2_basis,SU2-CNOT-line,8,6.0,128,2,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,0.006907829806444121,0.0043328831865903274,0.009639969644037728,1.0
v2_basis,SU2-CNOT-line,8,6.0,128,2,measurement_basis,Z,Y,physical_minus_rank_baseline,10,0.001475428598693583,-0.00033023893879276174,0.003588467429665484,0.6
v2_basis,SU2-CNOT-line,12,6.0,128,1,measurement_basis,Z,Y,enhancement,10,-0.04033785951509093,-0.06376060838956651,-0.011737319979041962,0.2
v2_basis,SU2-CNOT-line,12,6.0,128,1,measurement_basis,Z,Y,actual_retention,10,-0.0001182061817292,-0.0001870493185389898,-3.1233920520987964e-05,0.2
v2_basis,SU2-CNOT-line,12,6.0,128,1,measurement_basis,Z,Y,deff_pairwise,10,5.641386763296214,0.4402507096045494,10.476110158254947,0.7
v2_basis,SU2-CNOT-line,12,6.0,128,1,measurement_basis,Z,Y,pairwise_purity,10,-6.080995796089962e-06,-1.1326258183609931e-05,-5.798270833990238e-07,0.3
v2_basis,SU2-CNOT-line,12,6.0,128,1,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,0.004335235788120539,0.003755778550159574,0.004877100746868457,1.0
v2_basis,SU2-CNOT-line,12,6.0,128,1,measurement_basis,Z,Y,physical_minus_rank_baseline,10,-0.00011820618172916633,-0.00018741671330434735,-3.392108756013992e-05,0.2
v2_basis,SU2-CNOT-line,12,6.0,128,2,measurement_basis,Z,Y,enhancement,10,-0.008747934069896168,-0.02113161855335497,0.0021420291480358238,0.4
v2_basis,SU2-CNOT-line,12,6.0,128,2,measurement_basis,Z,Y,actual_retention,10,-0.00016662731561707008,-0.0004005150413095504,4.2344425578738245e-05,0.4
v2_basis,SU2-CNOT-line,12,6.0,128,2,measurement_basis,Z,Y,deff_pairwise,10,5.641386763296214,0.37687495297716306,10.39350747438059,0.7
v2_basis,SU2-CNOT-line,12,6.0,128,2,measurement_basis,Z,Y,pairwise_purity,10,-6.080995796089962e-06,-1.1402049808916249e-05,-5.898748142227018e-07,0.3
v2_basis,SU2-CNOT-line,12,6.0,128,2,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,0.004335235788120539,0.0037469188937081744,0.004882255715408831,1.0
v2_basis,SU2-CNOT-line,12,6.0,128,2,measurement_basis,Z,Y,physical_minus_rank_baseline,10,-0.000166627315617066,-0.00039668562144536677,4.597956963146689e-05,0.4
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,1,measurement_basis,Z,Y,enhancement,10,-0.014695661547205419,-0.04758130238009172,0.020068447213601733,0.3
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,1,measurement_basis,Z,Y,actual_retention,10,-0.00046104036226527097,-0.0014867150512461803,0.000611358059773874,0.3
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,1,measurement_basis,Z,Y,deff_pairwise,10,0.41308198925575823,-0.6139246063546012,1.3982331510987127,0.6
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,1,measurement_basis,Z,Y,pairwise_purity,10,-2.1028199729349917e-05,-7.738846943390466e-05,3.697475239918652e-05,0.4
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,1,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,-0.0005111644068179766,-0.00332862937932726,0.0020699341818801653,0.5
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,1,measurement_basis,Z,Y,physical_minus_rank_baseline,10,-0.00046104036226526994,-0.0015001063745372445,0.000586694710789452,0.3
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,2,measurement_basis,Z,Y,enhancement,10,-0.004773019418866442,-0.023140496291668762,0.0127895896201997,0.6
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,2,measurement_basis,Z,Y,actual_retention,10,-0.0006738380356046736,-0.00328610294628832,0.00175528862997613,0.6
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,2,measurement_basis,Z,Y,deff_pairwise,10,0.41308198925575823,-0.6156318202589797,1.430211419766286,0.6
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,2,measurement_basis,Z,Y,pairwise_purity,10,-2.1028199729349917e-05,-7.623518353552371e-05,3.646948271267998e-05,0.4
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,2,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,-0.0005111644068179766,-0.003340729346677401,0.0020727596793250584,0.5
v2_basis,SU2-HaarU4-brickwork,8,6.0,128,2,measurement_basis,Z,Y,physical_minus_rank_baseline,10,-0.0006738380356046894,-0.0032227662750756816,0.0017673962936305039,0.6
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,1,measurement_basis,Z,Y,enhancement,10,0.002230078876564423,-0.030719105784160324,0.03769995227653414,0.4
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,1,measurement_basis,Z,Y,actual_retention,10,6.5350296749200345e-06,-8.600513893717492e-05,0.00010689679985681624,0.4
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,1,measurement_basis,Z,Y,deff_pairwise,10,-1.1538135171656563,-3.651098353500212,1.3451745086908882,0.4
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,1,measurement_basis,Z,Y,pairwise_purity,10,3.20308323324e-06,-3.3421043041122205e-06,9.841928139110987e-06,0.6
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,1,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,0.0003912382884672716,-9.748099125615646e-05,0.0008862180719639019,0.7
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,1,measurement_basis,Z,Y,physical_minus_rank_baseline,10,6.5350296749190155e-06,-8.77121350020566e-05,0.00011199016286043188,0.4
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,2,measurement_basis,Z,Y,enhancement,10,0.001606534308310026,-0.018020629035455493,0.018366976064263654,0.7
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,2,measurement_basis,Z,Y,actual_retention,10,3.060065349161992e-05,-0.00034853936692558614,0.0003510108703526325,0.7
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,2,measurement_basis,Z,Y,deff_pairwise,10,-1.1538135171656563,-3.710334251611201,1.3169931136586386,0.4
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,2,measurement_basis,Z,Y,pairwise_purity,10,3.20308323324e-06,-3.307987321691958e-06,9.997421044268213e-06,0.6
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,2,measurement_basis,Z,Y,Ffull_over_FQ_mean,10,0.0003912382884672716,-0.00010148658344470163,0.0008797093003449796,0.7
v2_basis,SU2-HaarU4-brickwork,12,6.0,128,2,measurement_basis,Z,Y,physical_minus_rank_baseline,10,3.060065349161004e-05,-0.00034916494286983094,0.0003539476004777294,0.7
v2_basis,U1-RZ-XY-line,8,6.0,128,1,measurement_basis,Z,Y,enhancement,12,-4.224131080925518,-4.395879338604675,-4.054275872143657,0.0
v2_basis,U1-RZ-XY-line,8,6.0,128,1,measurement_basis,Z,Y,actual_retention,12,-0.42853503719534247,-0.44574786066558103,-0.411186555700055,0.0
v2_basis,U1-RZ-XY-line,8,6.0,128,1,measurement_basis,Z,Y,deff_pairwise,12,2.9026054464466013,2.356605238417904,3.44116730178351,1.0
v2_basis,U1-RZ-XY-line,8,6.0,128,1,measurement_basis,Z,Y,pairwise_purity,12,-0.008216751222926701,-0.009597446014209445,-0.006798638343536791,0.0
v2_basis,U1-RZ-XY-line,8,6.0,128,1,measurement_basis,Z,Y,Ffull_over_FQ_mean,12,0.03845716372834685,0.02700959816509997,0.04962922198787226,1.0
v2_basis,U1-RZ-XY-line,8,6.0,128,1,measurement_basis,Z,Y,physical_minus_rank_baseline,12,-0.35845831085263136,-0.3758939965012813,-0.3410252956814935,0.0
v2_basis,U1-RZ-XY-line,8,6.0,128,2,measurement_basis,Z,Y,enhancement,12,1.0701097203478558,0.9115844517927807,1.223291189653468,1.0
v2_basis,U1-RZ-XY-line,8,6.0,128,2,measurement_basis,Z,Y,actual_retention,12,-0.3199029688593041,-0.3421122091279839,-0.2970904924100081,0.0
v2_basis,U1-RZ-XY-line,8,6.0,128,2,measurement_basis,Z,Y,deff_pairwise,12,2.9026054464466013,2.3560179783239956,3.4392886345157865,1.0
v2_basis,U1-RZ-XY-line,8,6.0,128,2,measurement_basis,Z,Y,pairwise_purity,12,-0.008216751222926701,-0.009635856827098109,-0.006805202675508623,0.0
v2_basis,U1-RZ-XY-line,8,6.0,128,2,measurement_basis,Z,Y,Ffull_over_FQ_mean,12,0.03845716372834685,0.02700403310098026,0.049621739362847646,1.0
v2_basis,U1-RZ-XY-line,8,6.0,128,2,measurement_basis,Z,Y,physical_minus_rank_baseline,12,-0.06977509162145239,-0.09167206468787702,-0.047158499207179204,0.0
v2_basis,U1-RZ-XY-line,12,6.0,128,1,measurement_basis,Z,Y,enhancement,12,-25.746120348918893,-26.311667789196918,-25.21480914366176,0.0
v2_basis,U1-RZ-XY-line,12,6.0,128,1,measurement_basis,Z,Y,actual_retention,12,-0.3068335036165848,-0.31372600837533654,-0.3003311195577243,0.0
v2_basis,U1-RZ-XY-line,12,6.0,128,1,measurement_basis,Z,Y,deff_pairwise,12,5.73556515172146,5.088862054035199,6.400194132938324,1.0
v2_basis,U1-RZ-XY-line,12,6.0,128,1,measurement_basis,Z,Y,pairwise_purity,12,-0.0032496258052499578,-0.0036087179630868247,-0.0029090900318187386,0.0
v2_basis,U1-RZ-XY-line,12,6.0,128,1,measurement_basis,Z,Y,Ffull_over_FQ_mean,12,0.025497207865217742,0.022142674660499774,0.02867654320861754,1.0
v2_basis,U1-RZ-XY-line,12,6.0,128,1,measurement_basis,Z,Y,physical_minus_rank_baseline,12,-0.29784624674200394,-0.3046357436655045,-0.2911452683568491,0.0
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,Y,enhancement,12,4.236812709401405,3.7228983005940406,4.788233952991382,1.0
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,Y,actual_retention,12,-0.323375979985208,-0.334178445557522,-0.3114290474044663,0.0
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,Y,deff_pairwise,12,5.73556515172146,5.088846565653929,6.398977847103562,1.0
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,Y,pairwise_purity,12,-0.0032496258052499578,-0.0036070304219367488,-0.0029132057541037177,0.0
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,Y,Ffull_over_FQ_mean,12,0.025497207865217742,0.022138884985085643,0.02865407522805315,1.0
v2_basis,U1-RZ-XY-line,12,6.0,128,2,measurement_basis,Z,Y,physical_minus_rank_baseline,12,-0.27200106382155936,-0.282861011555406,-0.2603204119445896,0.0
