profile,analysis_role,family,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,mean_physical_minus_rank_baseline,ci95_low,ci95_high,circuits,fraction_positive,median_haar_z
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,64,2,0.48829509468574983,0.4758707511857928,0.5011527826986695,10,1.0,205.55975687706027
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,128,1,0.28952967221261394,0.2770292129069257,0.30251074602173444,10,1.0,319.93533368029813
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,128,2,0.4844880739230587,0.47374344074621666,0.49516023746110344,10,1.0,230.46216242808555
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,256,1,0.2903314728313264,0.2799261624131702,0.30115652237814233,10,1.0,337.1731839279212
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,12,6.0,gaussian,Z,0.0,256,2,0.4828207768828374,0.4734381683358607,0.49210955898009273,10,1.0,242.32135057791555
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,32,1,0.23344612153776056,0.22632684203024195,0.24065515216877634,10,1.0,2552.64157828361
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,32,2,0.42876180519603224,0.42173221527942617,0.43559704052817677,10,1.0,1683.3271530322859
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,64,1,0.23020589434106017,0.22346311441265268,0.23644202111153548,10,1.0,3198.355728937714
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,64,2,0.42582817025209635,0.4192434478228562,0.4319707484878354,10,1.0,2095.9588535912962
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,128,1,0.23041081701123214,0.22511062049934713,0.23572435201397796,10,1.0,3629.554494826937
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,128,2,0.4265915099110223,0.42187343021627305,0.4314379460452062,10,1.0,2418.1378770264664
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,256,1,0.2309768302630782,0.22517462374439867,0.23747640046364069,10,1.0,3971.225422390902
v2_convergence,tangent-sample convergence and estimator stability,U1-RZ-XY-line,16,6.0,gaussian,Z,0.0,256,2,0.4272799300022248,0.42258195970485396,0.43219313024157563,10,1.0,2645.4189884668303
