profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,group,metric,mean,ci95_low,ci95_high,isotropic_reference
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,128,1,U1,deff_over_N,0.042730806198368526,0.04148319975803726,0.04386381107479753,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,N_times_pairwise_purity,5.404382694956751,5.353467438819651,5.450585456835513,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,deff_over_N,0.1954194885293165,0.19376277882662882,0.19715129381887433,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,128,2,U1,N_times_pairwise_purity,23.453846958847233,22.821600410013804,24.20642756177569,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,128,2,U1,deff_over_N,0.042730806198368526,0.041471452566666116,0.04386084775254835,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,1,generic_family_balanced,N_times_pairwise_purity,5.411209978753513,5.383315919722171,5.440488487089873,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,1,generic_family_balanced,deff_over_N,0.19484994657417853,0.1937350856902402,0.19585757425493389,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,1,U1,N_times_pairwise_purity,23.550570892085016,23.06918564014635,24.077145170226355,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,1,U1,deff_over_N,0.042511806241256514,0.041570178725410634,0.04336043724497314,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,2,generic_family_balanced,N_times_pairwise_purity,5.411209978753513,5.38337669931801,5.441197854855331,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,2,generic_family_balanced,deff_over_N,0.19484994657417853,0.1937294841532434,0.19587646207301962,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,2,U1,N_times_pairwise_purity,23.550570892085016,23.082828696499632,24.09195135332053,1.0
v2_convergence,tangent-sample convergence and estimator stability,12,6.0,gaussian,Z,0.0,256,2,U1,deff_over_N,0.042511806241256514,0.041571100411646945,0.043358078144566506,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,1,generic_family_balanced,N_times_pairwise_purity,38.29527148881625,36.87812555708779,39.75495479331405,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,1,generic_family_balanced,deff_over_N,0.028506448526574045,0.027418475702399102,0.02956907775605344,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,1,U1,N_times_pairwise_purity,189.76101081918446,183.1057483836906,197.1268120069119,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,1,U1,deff_over_N,0.005288140273415563,0.00508710192776591,0.00547360130074681,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,2,generic_family_balanced,N_times_pairwise_purity,38.29527148881625,36.88650737600204,39.74501403191831,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,2,generic_family_balanced,deff_over_N,0.028506448526574045,0.02746607216881137,0.02953674270883194,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,2,U1,N_times_pairwise_purity,189.76101081918446,183.19998119360793,197.06609708415874,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,32,2,U1,deff_over_N,0.005288140273415563,0.005096300492441039,0.005474188621652246,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,1,generic_family_balanced,N_times_pairwise_purity,37.76725487079088,37.05450207528788,38.45038183319954,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,1,generic_family_balanced,deff_over_N,0.02863485775547514,0.028054522722890045,0.029189505433259322,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,1,U1,N_times_pairwise_purity,181.47004503729687,177.93607426085504,185.00714845338328,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,1,U1,deff_over_N,0.005516149123248754,0.005407956695539759,0.005626395239426589,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,2,generic_family_balanced,N_times_pairwise_purity,37.76725487079088,37.079135532886426,38.44818422819429,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,2,generic_family_balanced,deff_over_N,0.02863485775547514,0.028054093444186915,0.029196021345971483,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,2,U1,N_times_pairwise_purity,181.47004503729687,177.92467569406583,185.06329549876935,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,64,2,U1,deff_over_N,0.005516149123248754,0.005407861328794437,0.0056250858376225,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,N_times_pairwise_purity,38.18887176837027,37.805407217496466,38.54772775749952,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,deff_over_N,0.028195953097764025,0.027952200613657986,0.028468808773957435,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,1,U1,N_times_pairwise_purity,185.81601023023296,182.7128271505146,189.8022906027573,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,1,U1,deff_over_N,0.005386755828408548,0.005276427749045676,0.005474381968755032,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,N_times_pairwise_purity,38.18887176837027,37.80139990195379,38.539084519786435,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,deff_over_N,0.028195953097764025,0.027950897015655347,0.02846860551190677,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,2,U1,N_times_pairwise_purity,185.81601023023296,182.6346021651448,189.75186209035496,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,128,2,U1,deff_over_N,0.005386755828408548,0.0052768937609620455,0.005476978817208033,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,1,generic_family_balanced,N_times_pairwise_purity,38.102673383530416,37.8601137045704,38.32835835956244,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,1,generic_family_balanced,deff_over_N,0.02826499099037543,0.028050437395188265,0.028505683164773112,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,1,U1,N_times_pairwise_purity,188.17237332130023,185.89775972737664,190.8103210358997,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,1,U1,deff_over_N,0.005316495644163,0.005245720340635742,0.005380246014912455,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,2,generic_family_balanced,N_times_pairwise_purity,38.102673383530416,37.86353419825109,38.32123677119615,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,2,generic_family_balanced,deff_over_N,0.02826499099037543,0.028055167827905098,0.028500217297534252,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,2,U1,N_times_pairwise_purity,188.17237332130023,185.8662346090267,190.75223379569664,1.0
v2_convergence,tangent-sample convergence and estimator stability,16,6.0,gaussian,Z,0.0,256,2,U1,deff_over_N,0.005316495644163,0.005246340862891289,0.005378701699136633,1.0
