profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,metric,contrast,difference,ci95_low,ci95_high,ci_excludes_zero,direction_if_excludes_zero
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.03383524588501589,0.03324364257199213,0.03435896648764543,True,positive
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.022986768256171297,-0.027294903645673125,-0.018722121154605684,True,negative
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.3191580065975645,0.31293071462638966,0.3255911756447101,True,positive
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,enhancement,U1 minus equal-weight generic-family mean,2.6382192029758365,2.5989355511491192,2.6784033079335234,True,positive
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,actual_retention,U1 minus equal-weight generic-family mean,0.5800516581084694,0.5730309355725969,0.5873838277538113,True,positive
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,deff_pairwise,U1 minus equal-weight generic-family mean,-340.2392620595425,-342.3144930951459,-338.15327979580604,True,negative
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.03383524588501589,0.033260518326673746,0.034361458264636664,True,positive
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.022986768256171297,-0.027257786851128025,-0.01861519090228229,True,negative
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.4585162941878078,0.4515915701449986,0.46551865044560675,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,enhancement,U1 minus equal-weight generic-family mean,24.5433027031549,24.057835434354693,25.038178306953093,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,actual_retention,U1 minus equal-weight generic-family mean,0.3009694348754734,0.29517184144635694,0.3069949594286388,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,deff_pairwise,U1 minus equal-weight generic-family mean,-685.1663800328191,-688.6877735846243,-681.8166666509591,True,negative
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.02446934314861861,0.024033251362547355,0.024907324069855505,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.01880034532321906,-0.021211166951291046,-0.016435533655587,True,negative
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.2919821780008924,0.28614952964422447,0.29790579031663794,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,enhancement,U1 minus equal-weight generic-family mean,6.9187397062273,6.8465422811832255,6.992294669623325,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,actual_retention,U1 minus equal-weight generic-family mean,0.5367124473493533,0.5316490774993552,0.5418586721251639,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,deff_pairwise,U1 minus equal-weight generic-family mean,-685.1663800328191,-688.567313407193,-681.8293312748162,True,negative
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.02446934314861861,0.024053345945892726,0.024912702943781593,True,positive
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.01880034532321906,-0.021313757567617796,-0.016461995695236684,True,negative
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.48533753118570466,0.48026007170457224,0.4903781646151294,True,positive
