profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,metric,omitted_family,remaining_families,full_family_balanced_mean,leave_one_family_out_mean,absolute_shift
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,enhancement,RY-RZ-CZ-line,4,0.9743283860886264,0.9801230273688448,0.005794641280218449
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,enhancement,SU2-CNOT-line,4,0.9743283860886264,0.971485858144548,-0.0028425279440783546
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,enhancement,SU2-CZ-random-matching,4,0.9743283860886264,0.9719893806393245,-0.0023390054493018786
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,enhancement,SU2-CZ-ring,4,0.9743283860886264,0.9714656951509797,-0.0028626909376466836
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,enhancement,SU2-HaarU4-brickwork,4,0.9743283860886264,0.9765779691394347,0.002249583050808357
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,actual_retention,RY-RZ-CZ-line,4,0.13755224274192368,0.1383703097461898,0.0008180670042661209
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,actual_retention,SU2-CNOT-line,4,0.13755224274192368,0.13715094467923025,-0.00040129806269342816
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,actual_retention,SU2-CZ-random-matching,4,0.13755224274192368,0.13722203020790458,-0.0003302125340191031
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,actual_retention,SU2-CZ-ring,4,0.13755224274192368,0.13714809813896178,-0.0004041446029618978
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,actual_retention,SU2-HaarU4-brickwork,4,0.13755224274192368,0.13786983093733193,0.00031758819540825267
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,deff_pairwise,RY-RZ-CZ-line,4,145.0021056372121,153.87633882684025,8.874233189628143
