profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,group,metric,mean,ci95_low,ci95_high,families,circuits,estimator
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,actual_retention,0.029709490294922175,0.029345725218753966,0.030073416479856903,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,actual_retention,0.4279917319989906,0.41748677357777864,0.4381087212133733,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,deff_pairwise,145.0021056372121,144.20275987336808,145.8052498997251,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,deff_pairwise,17.05386275562538,16.66116241003105,17.42442480137623,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,pairwise_purity,0.007070649337852485,0.007024281020669604,0.007117622015879253,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,pairwise_purity,0.05879101972969321,0.05752579281098841,0.060159448382920026,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,sample_covariance_purity,0.014827909889900515,0.014781517861419917,0.01487477043868496,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,sample_covariance_purity,0.06614421488805496,0.06487684479683016,0.06750521120271948,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,trC3_u_stat,7.080411860000197e-05,6.920445725164515e-05,7.244353113910305e-05,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,trC3_u_stat,0.0041817051333792755,0.003948392572975483,0.0044229007756738,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,Ffull_over_FQ_mean,0.4901108206196776,0.4892651744396303,0.49095087007363997,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,Ffull_over_FQ_mean,0.4760988012126742,0.46866302363020557,0.48387743003809824,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,haar_alignment_z,-1.0116632607284086,-1.2376906396558482,-0.7873991806613608,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,haar_alignment_z,28.149414808575948,27.40796067677665,28.8498647619802,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,physical_minus_rank_baseline,-0.0016630587246855935,-0.0020261129440331082,-0.001295237466016219,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,1,U1,physical_minus_rank_baseline,0.32654245663667175,0.31640721113983244,0.33654121151972893,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,enhancement,0.9743283860886264,0.9701199008792161,0.9786977925764918,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,enhancement,1.8976777288711109,1.8692484902378876,1.92732936206657,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,actual_retention,0.13755224274192368,0.13695585648827538,0.13816916320855924,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,actual_retention,0.7425695460799998,0.7312211217436363,0.7540351275344406,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,deff_pairwise,145.0021056372121,144.190055489079,145.80647446205327,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,deff_pairwise,17.05386275562538,16.667699943373876,17.421920842766408,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,pairwise_purity,0.007070649337852485,0.007023596589969418,0.007117254954550918,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,pairwise_purity,0.05879101972969321,0.05752110947989471,0.060171959248513485,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,sample_covariance_purity,0.014827909889900515,0.01478141119528015,0.014874303665595535,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,sample_covariance_purity,0.06614421488805496,0.06485903446395842,0.06752279091745807,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,trC3_u_stat,7.080411860000197e-05,6.913981583930483e-05,7.243223528111246e-05,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,trC3_u_stat,0.0041817051333792755,0.00394740834972134,0.004427975430759807,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,Ffull_over_FQ_mean,0.4901108206196776,0.489261821859893,0.49094805227378907,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,Ffull_over_FQ_mean,0.4760988012126742,0.4684058738654068,0.4839359814036333,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,haar_alignment_z,-1.1034092820592207,-1.2859535184886222,-0.9175429195747069,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,haar_alignment_z,18.745411395958353,18.162334061301195,19.3665403328873,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,physical_minus_rank_baseline,-0.0036242278463115367,-0.004210192938843395,-0.0030056306996140906,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,8,6.0,gaussian,Z,0.0,128,2,U1,physical_minus_rank_baseline,0.3512651982539129,0.34003580267641437,0.3628009833966189,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,enhancement,0.9441227502155647,0.9344422963109914,0.9537511609140765,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,enhancement,9.885729003053928,9.713941245380845,10.061479798504084,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,actual_retention,0.009228961390181426,0.009131738494580773,0.009322925930430829,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,actual_retention,0.3544683706274317,0.34817143127170636,0.3606360738461157,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,deff_pairwise,367.5047705940319,365.4455121025375,369.4669727004841,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,deff_pairwise,27.26550853448942,26.865295100904255,27.70573652898847,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,pairwise_purity,0.0028863232871826463,0.0028618440009503475,0.0029129891397234745,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,pairwise_purity,0.036721569172198536,0.03614498881020298,0.0372389548824415,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,sample_covariance_purity,0.010676273886501534,0.010652079911027141,0.010702552047485258,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,sample_covariance_purity,0.04424718191304074,0.04367255608323298,0.04477932383698566,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,trC3_u_stat,1.3481552608638172e-05,1.304315026448838e-05,1.3979895210120178e-05,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,trC3_u_stat,0.001693489417171265,0.0016264792998920612,0.001757786833592098,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,Ffull_over_FQ_mean,0.49206151117017216,0.49165684526805825,0.4924588032751551,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,Ffull_over_FQ_mean,0.46907474291400086,0.464790979753445,0.4732917692134598,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,haar_alignment_z,-1.2523971569605004,-1.4715957727137534,-1.0358911557549164,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,haar_alignment_z,95.87305779169864,94.10205855086926,97.71018463301778,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,physical_minus_rank_baseline,-0.0005462096753121347,-0.0006415031344358444,-0.00045348632110955395,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,U1,physical_minus_rank_baseline,0.31861179692225233,0.3124803143547803,0.32482790151424024,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,enhancement,0.9674137739333368,0.9637230562077577,0.971227973146344,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,enhancement,3.605632976909173,3.5664923554724894,3.6469068589560174,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,actual_retention,0.05201149322222235,0.05180820060372998,0.05221403659849687,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,actual_retention,0.6320631513306917,0.6253317734474093,0.6394489329889209,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,deff_pairwise,367.5047705940319,365.4836331582558,369.52311881013395,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,deff_pairwise,27.26550853448942,26.86161999383194,27.710585155428333,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,pairwise_purity,0.0028863232871826463,0.002861972242387631,0.0029140851621550427,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,pairwise_purity,0.036721569172198536,0.03613666450530443,0.03725085004257643,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,sample_covariance_purity,0.010676273886501534,0.010651752666220678,0.010702638974906146,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,sample_covariance_purity,0.04424718191304074,0.04367193198052875,0.04477342977519982,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,trC3_u_stat,1.3481552608638172e-05,1.304622127983234e-05,1.3977211251556496e-05,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,trC3_u_stat,0.001693489417171265,0.0016246361000830816,0.0017580429236519497,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,Ffull_over_FQ_mean,0.49206151117017216,0.4916489453312998,0.4924688282397137,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,Ffull_over_FQ_mean,0.46907474291400086,0.4648218056740868,0.4733648566170226,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,haar_alignment_z,-1.7501632353566798,-1.9492747809668263,-1.5471056878683185,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,haar_alignment_z,67.20836390509928,66.34868260301558,68.15780072880122,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,physical_minus_rank_baseline,-0.0017519476379926034,-0.0019509071584566837,-0.0015460642229973066,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,U1,physical_minus_rank_baseline,0.45676434654981524,0.45000945570301304,0.46389552487648067,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,enhancement,0.9425237184989452,0.9344165387033703,0.9507997406867641,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,enhancement,25.485826421653847,24.996238294065435,25.984042525193807,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,actual_retention,0.0027619742666635224,0.002737689351067411,0.002786503699440981,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,actual_retention,0.3037314091421369,0.29795288138377396,0.3097140071661176,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,deff_pairwise,723.7199224966416,720.2693141833219,727.0328862119388,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,deff_pairwise,38.55354246382247,37.91378719080399,39.18056909417512,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,pairwise_purity,0.0015054840770365463,0.001493529535253797,0.0015179732656722578,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,pairwise_purity,0.025974827225655157,0.02556492520527562,0.026406721679527283,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,sample_covariance_purity,0.009306222482684704,0.009294093894247204,0.009318596223851975,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,sample_covariance_purity,0.03358439888795474,0.033164433768151105,0.03402740259263958,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,trC3_u_stat,3.904477131205039e-06,3.8002745741766434e-06,4.015454550032458e-06,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,trC3_u_stat,0.0008759868805980899,0.0008390968231318695,0.0009162585927016189,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,Ffull_over_FQ_mean,0.4935776965732533,0.4933574782776621,0.49379065784807413,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,Ffull_over_FQ_mean,0.47477735125003423,0.47232892828690176,0.47718684964731184,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,haar_alignment_z,-1.4605910578288275,-1.6730929040608875,-1.2426032578730106,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,haar_alignment_z,320.5804095225747,315.22148779879046,325.88102992426735,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,physical_minus_rank_baseline,-0.00016842866373932195,-0.00019264454870038654,-0.000144429052275169,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,U1,physical_minus_rank_baseline,0.29181374933715304,0.2860530595813888,0.29766132715039173,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,enhancement,0.9630625306007691,0.9601000681267216,0.9659462110884348,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,U1,enhancement,7.88180223682807,7.808988430731581,7.957123370915569,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,actual_retention,0.01834404820191936,0.01828856268918418,0.018399671751931575,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,U1,actual_retention,0.5550564955512727,0.5498227913743877,0.5602604239673489,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,deff_pairwise,723.7199224966416,720.2695988040392,727.0142134219805,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,U1,deff_pairwise,38.55354246382247,37.89944728016683,39.1889517267515,1,20,circuit bootstrap
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,pairwise_purity,0.0015054840770365463,0.001493569732137519,0.0015181431969363698,5,80,equal weight per ansatz family; circuit bootstrap within family
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,U1,pairwise_purity,0.025974827225655157,0.025553307841755798,0.026420431575198723,1,20,circuit bootstrap
