profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,group,mean_enhancement,ci95_low,ci95_high,equivalence_margin,equivalence_low,equivalence_high,ci_entirely_inside_equivalence_band,families,circuits
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,SU2-CZ-random-matching,0.945141286285997,0.9290655245053852,0.9614390482931846,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,SU2-CZ-ring,0.9582305451626847,0.9365848467309698,0.9795500103162662,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,1,SU2-HaarU4-brickwork,0.9331164529451954,0.9169939952805062,0.9497414190912301,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,0.9674137739333368,0.9636100907848321,0.9712962268913394,0.1,0.9,1.1,True,5,80
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,RY-RZ-CZ-line,0.933175572673012,0.9230153968085953,0.9446800300242381,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,SU2-CNOT-line,0.9912473656654028,0.9867454537029119,0.9956318393145961,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,SU2-CZ-random-matching,0.9733952626776547,0.9647430702680511,0.9829352186174779,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,SU2-CZ-ring,0.9776802263933846,0.9693385280736867,0.9858984375815606,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,10,6.0,gaussian,Z,0.0,128,2,SU2-HaarU4-brickwork,0.9615704422572297,0.9525960788371493,0.9698113888391446,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,generic_family_balanced,0.9425237184989452,0.9341734619332426,0.9507346397917064,0.1,0.9,1.1,True,5,80
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,RY-RZ-CZ-line,0.8855683766631794,0.8702471059928476,0.9015673821463233,0.1,0.9,1.1,False,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,SU2-CNOT-line,0.9846586585419532,0.9691602166006982,1.0015809888688154,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,SU2-CZ-random-matching,0.9573318793621852,0.9435830421962697,0.9696004358806961,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,SU2-CZ-ring,0.9605544863388593,0.9413567274753355,0.9811731397259835,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,1,SU2-HaarU4-brickwork,0.9245051915885493,0.9000590887732841,0.948949288469356,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,generic_family_balanced,0.9630625306007691,0.9601034112050085,0.9659852956217452,0.1,0.9,1.1,True,5,80
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,RY-RZ-CZ-line,0.9352891090281996,0.92707341336999,0.9432568774748822,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,SU2-CNOT-line,0.9789796890504243,0.9723587179078214,0.986046630751707,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,SU2-CZ-random-matching,0.9751597126875373,0.9689401706365263,0.9812864321271242,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,SU2-CZ-ring,0.9689936280513027,0.9626736456790185,0.9753648499169459,0.1,0.9,1.1,True,1,16
v2_primary,primary family-robust finite-size inference,12,6.0,gaussian,Z,0.0,128,2,SU2-HaarU4-brickwork,0.9568905141863808,0.9523537019677046,0.961927331663594,0.1,0.9,1.1,True,1,16
