family,n,k,analysis_status,circuits,metric,mean,ci95_low,ci95_high
SU2-HaarU4-brickwork,18,1,exploratory_post_hoc,12,orientation_growth_ratio,0.05020605396547207,0.03559620576690815,0.06427180141477187
SU2-HaarU4-brickwork,18,1,exploratory_post_hoc,12,population_orientation_z,-9.054740677372463,-11.680646475861229,-6.400437235540533
SU2-HaarU4-brickwork,18,1,exploratory_post_hoc,12,r_times_deff,32213.887048747245,31405.028080118347,32945.18861816133
SU2-HaarU4-brickwork,18,2,exploratory_post_hoc,12,enhancement,0.9584184295480891,0.9523998265087151,0.9660954852445143
SU2-HaarU4-brickwork,18,2,exploratory_post_hoc,12,orientation_growth_ratio,0.029512726286860348,0.02400246304312838,0.0337854535157566
SU2-HaarU4-brickwork,18,2,exploratory_post_hoc,12,population_orientation_z,-16.28592167920782,-18.655547797476324,-13.263601464482528
SU2-HaarU4-brickwork,18,2,exploratory_post_hoc,12,r_times_deff,306031.9269630988,298436.77925099793,313046.6078761676
U1-RZ-XY-line,6,1,exploratory_post_hoc,20,enhancement,2.0581664696043567,2.0227301307972114,2.0942119273225486
U1-RZ-XY-line,6,1,exploratory_post_hoc,20,orientation_growth_ratio,1.2564602090670078,1.2188155972344517,1.2941704781837757
U1-RZ-XY-line,6,1,exploratory_post_hoc,20,population_orientation_z,8.616192887540972,8.332024315262483,8.89108294293433
U1-RZ-XY-line,6,1,exploratory_post_hoc,20,r_times_deff,47.08652172768766,45.73227930501556,48.39916888147544
U1-RZ-XY-line,6,2,exploratory_post_hoc,20,enhancement,1.1921892516726256,1.1715421177151202,1.2104987646574565
U1-RZ-XY-line,6,2,exploratory_post_hoc,20,orientation_growth_ratio,0.3820302783366701,0.3410559039495264,0.4185815947957239
U1-RZ-XY-line,6,2,exploratory_post_hoc,20,population_orientation_z,4.3859361398420145,3.908738537344657,4.832465450482809
U1-RZ-XY-line,6,2,exploratory_post_hoc,20,r_times_deff,131.84226083752543,128.18332075356426,135.48324677505562
U1-RZ-XY-line,8,1,exploratory_post_hoc,20,enhancement,4.218775643990049,4.115573733450956,4.318840363559245
U1-RZ-XY-line,8,1,exploratory_post_hoc,20,orientation_growth_ratio,2.7859979408397093,2.701212170397073,2.8683718384275134
U1-RZ-XY-line,8,1,exploratory_post_hoc,20,population_orientation_z,30.40404922092734,29.602679407990713,31.17835474339161
U1-RZ-XY-line,8,1,exploratory_post_hoc,20,r_times_deff,119.37703928937772,116.68028186653152,121.93625868991589
U1-RZ-XY-line,8,2,exploratory_post_hoc,20,enhancement,1.8976777288711102,1.868796717090884,1.9269479066585804
U1-RZ-XY-line,8,2,exploratory_post_hoc,20,orientation_growth_ratio,0.9442051556624138,0.9149116615925685,0.9750322052261098
U1-RZ-XY-line,8,2,exploratory_post_hoc,20,population_orientation_z,20.2492162260698,19.620111969400387,20.921329111016927
U1-RZ-XY-line,8,2,exploratory_post_hoc,20,r_times_deff,460.4542944018855,449.98278813442147,470.368863569869
U1-RZ-XY-line,10,1,exploratory_post_hoc,20,enhancement,9.885729003053928,9.709261228010456,10.062386429787614
U1-RZ-XY-line,10,1,exploratory_post_hoc,20,orientation_growth_ratio,6.790846099695879,6.658932386625611,6.92154669037257
U1-RZ-XY-line,10,1,exploratory_post_hoc,20,population_orientation_z,106.33891253529862,104.30537952768312,108.33653488397526
U1-RZ-XY-line,10,1,exploratory_post_hoc,20,r_times_deff,245.38957681040512,241.7290870938339,249.44996109946027
U1-RZ-XY-line,10,2,exploratory_post_hoc,20,enhancement,3.6056329769091726,3.5666143952141787,3.64585844703364
U1-RZ-XY-line,10,2,exploratory_post_hoc,20,orientation_growth_ratio,2.1530976411538365,2.1220984544702777,2.186271964562937
U1-RZ-XY-line,10,2,exploratory_post_hoc,20,population_orientation_z,74.54419697404853,73.56946830009241,75.57814479804404
U1-RZ-XY-line,10,2,exploratory_post_hoc,20,r_times_deff,1199.6823755175358,1181.8971594649313,1218.9272815906334
U1-RZ-XY-line,12,1,exploratory_post_hoc,20,enhancement,25.48582642165385,25.00289082294014,25.978266909845008
U1-RZ-XY-line,12,1,exploratory_post_hoc,20,orientation_growth_ratio,17.80297875933102,17.453193301762795,18.162588043663654
U1-RZ-XY-line,12,1,exploratory_post_hoc,20,population_orientation_z,366.35799355252,360.5274566597467,372.0250576709658
U1-RZ-XY-line,12,1,exploratory_post_hoc,20,r_times_deff,424.088967102048,417.02331702271783,430.959528036998
U1-RZ-XY-line,12,2,exploratory_post_hoc,20,enhancement,7.88180223682807,7.811022671073283,7.9552010394290456
U1-RZ-XY-line,12,2,exploratory_post_hoc,20,orientation_growth_ratio,5.15871667176214,5.105153918118176,5.213744067500244
U1-RZ-XY-line,12,2,exploratory_post_hoc,20,population_orientation_z,258.16363228083577,255.22933157818167,261.191275760532
U1-RZ-XY-line,12,2,exploratory_post_hoc,20,r_times_deff,2505.9802601484653,2463.927591238864,2545.6773510405837
U1-RZ-XY-line,14,1,exploratory_post_hoc,16,enhancement,71.02505018166977,69.81666836084267,72.15774292050864
U1-RZ-XY-line,14,1,exploratory_post_hoc,16,orientation_growth_ratio,49.99920724138269,49.139684443817416,50.81323719697942
U1-RZ-XY-line,14,1,exploratory_post_hoc,16,population_orientation_z,1303.8346618461576,1284.2835899644458,1322.7973556949992
U1-RZ-XY-line,14,1,exploratory_post_hoc,16,r_times_deff,680.574219471854,668.6231549275769,690.6597115716672
U1-RZ-XY-line,14,2,exploratory_post_hoc,16,enhancement,18.770061970097245,18.60198838039583,18.92235403833699
U1-RZ-XY-line,14,2,exploratory_post_hoc,16,orientation_growth_ratio,12.833565190781679,12.713463808175808,12.943233091396266
U1-RZ-XY-line,14,2,exploratory_post_hoc,16,population_orientation_z,880.6735868378973,872.4193574828992,888.9649386143366
U1-RZ-XY-line,14,2,exploratory_post_hoc,16,r_times_deff,4711.667673266682,4628.726941736011,4781.54168444886
U1-RZ-XY-line,16,1,exploratory_post_hoc,16,enhancement,205.2770861817741,200.81303474697367,209.79159885955897
U1-RZ-XY-line,16,1,exploratory_post_hoc,16,orientation_growth_ratio,144.9192599919084,141.8096546902318,148.14416210287723
U1-RZ-XY-line,16,1,exploratory_post_hoc,16,population_orientation_z,4629.168574947467,4538.90536424354,4716.99692633559
U1-RZ-XY-line,16,1,exploratory_post_hoc,16,r_times_deff,1021.6482839492985,1001.8779327420862,1041.6508674316858
U1-RZ-XY-line,16,2,exploratory_post_hoc,16,enhancement,47.644034077888975,47.29387505627461,48.021416770279636
U1-RZ-XY-line,16,2,exploratory_post_hoc,16,orientation_growth_ratio,33.22516978013314,32.97499232075686,33.48985772765102
U1-RZ-XY-line,16,2,exploratory_post_hoc,16,population_orientation_z,2990.0925852628216,2964.4607441534713,3015.7070847059704
U1-RZ-XY-line,16,2,exploratory_post_hoc,16,r_times_deff,8105.076385997769,7945.701441329107,8265.489301117403
U1-RZ-XY-line,18,1,exploratory_post_hoc,16,enhancement,615.4756327726393,599.2288163773849,632.4437698611205
U1-RZ-XY-line,18,1,exploratory_post_hoc,16,orientation_growth_ratio,434.96191431475563,423.43966931838446,446.8192647377002
U1-RZ-XY-line,18,1,exploratory_post_hoc,16,population_orientation_z,16554.34363626173,16194.835268478793,16943.550258777574
U1-RZ-XY-line,18,1,exploratory_post_hoc,16,r_times_deff,1451.7825188255615,1414.0192855685268,1488.431511831741
U1-RZ-XY-line,18,2,exploratory_post_hoc,16,enhancement,128.1769534555117,126.58668122931296,129.68658699889045
U1-RZ-XY-line,18,2,exploratory_post_hoc,16,orientation_growth_ratio,90.14868284014037,89.02515992249074,91.22887218124576
U1-RZ-XY-line,18,2,exploratory_post_hoc,16,population_orientation_z,10264.709915599102,10122.703111828727,10407.519646981313
U1-RZ-XY-line,18,2,exploratory_post_hoc,16,r_times_deff,12980.643697734431,12638.365333131987,13302.01842241366
