profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,group,mean_regular_fraction,ci95_low,ci95_high,families,circuits
v2_orientation,Monte Carlo calibration of the analytic rank-matched Haar orientation null,8,6.0,gaussian,Z,0.0,160,generic_family_balanced,1.0,1.0,1.0,2,8
v2_orientation,Monte Carlo calibration of the analytic rank-matched Haar orientation null,8,6.0,gaussian,Z,0.0,160,U1,1.0,1.0,1.0,1,6
v2_orientation,Monte Carlo calibration of the analytic rank-matched Haar orientation null,10,6.0,gaussian,Z,0.0,160,generic_family_balanced,1.0,1.0,1.0,2,8
v2_orientation,Monte Carlo calibration of the analytic rank-matched Haar orientation null,10,6.0,gaussian,Z,0.0,160,U1,1.0,1.0,1.0,1,6
